Trading Date,No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
2020-01-27,53,ASII,Astra International Tbk.,--S4BXO1,6975,6975,27 Jan 2020,6975,6975,6700,6725,-250,17470800,118435195000,4510,4809.2,6725,337000,6700,1316200,40483553140,40483553140,40483553140,8441900,5113500,3476678,23684159550,5
2020-01-28,53,ASII,Astra International Tbk.,--S4BXO1,6725,6675,28 Jan 2020,6700,6825,6650,6825,100,23466100,158052490000,5538,4880.7,6825,503800,6775,17100,40483553140,40483553140,40483553140,13143200,8004700,636319,5094056425,5
2020-01-29,53,ASII,Astra International Tbk.,--S4BXO1,6825,6850,29 Jan 2020,6850,6850,6750,6825,0,12646100,86112597500,4732,4880.7,6825,933300,6800,400,40483553140,40483553140,40483553140,8563500,6283500,56148,393335850,4
2020-01-30,53,ASII,Astra International Tbk.,--S4BXO1,6825,6775,30 Jan 2020,6800,6800,6625,6625,-200,25324800,169345667500,4152,4737.7,6650,8100,6625,508800,40483553140,40483553140,40483553140,19316300,11802100,3255740,21711544400,3
2020-01-31,53,ASII,Astra International Tbk.,--S4BXO1,6625,6650,31 Jan 2020,6675,6675,6350,6350,-275,66460400,427841915000,7750,4541.0,6400,90900,6350,565400,40483553140,40483553140,40483553140,39175000,18212300,932450,6142947400,15
2020-02-03,53,ASII,Astra International Tbk.,--S4BXO1,6350,6275,03 Feb 2020,6275,6425,6250,6275,-75,34538400,217749467500,7022,4487.4,6300,3600,6275,1145400,40483553140,40483553140,40483553140,26950300,12468200,250254,1611372725,7
2020-02-04,53,ASII,Astra International Tbk.,--S4BXO1,6275,6350,04 Feb 2020,6350,6450,6300,6400,125,46272800,295307695000,6754,4576.8,6425,312100,6400,615600,40483553140,40483553140,40483553140,25965200,29595300,17308424,117622177750,10
2020-02-05,53,ASII,Astra International Tbk.,--S4BXO1,6400,6450,05 Feb 2020,6450,6500,6300,6400,0,32227100,206573352500,5010,4576.8,6425,49900,6400,189500,40483553140,40483553140,40483553140,8962400,19429400,4858954,31575812055,6
2020-02-06,53,ASII,Astra International Tbk.,--S4BXO1,6400,6500,06 Feb 2020,6500,6525,6425,6500,100,26015800,168733970000,4335,4648.3,6500,930900,6475,396000,40483553140,40483553140,40483553140,11990600,20819400,1935499,12360750475,4
2020-02-07,53,ASII,Astra International Tbk.,--S4BXO1,6500,6550,07 Feb 2020,6525,6550,6400,6400,-100,13918700,89607540000,3808,4576.8,6425,178600,6400,109100,40483553140,40483553140,40483553140,6254200,6420800,14014335,89851157500,5
2020-02-10,53,ASII,Astra International Tbk.,--S4BXO1,6400,6400,10 Feb 2020,6375,6400,6175,6200,-200,45366900,282938272500,6832,4433.7,6225,107000,6200,1600,40483553140,40483553140,40483553140,29434200,19480700,6029637,39153380325,10
2020-02-11,53,ASII,Astra International Tbk.,--S4BXO1,6200,6300,11 Feb 2020,6300,6300,6050,6100,-100,54325000,334058452500,6901,4362.2,6125,252800,6100,1140500,40483553140,40483553140,40483553140,34961800,25916300,1649515,10085684200,5
2020-02-12,53,ASII,Astra International Tbk.,--S4BXO1,6100,6075,12 Feb 2020,6075,6100,5925,5975,-125,51100700,305822717500,8602,4272.8,6000,133000,5975,863100,40483553140,40483553140,40483553140,27507000,28057000,10885000,66382025100,14
2020-02-13,53,ASII,Astra International Tbk.,--S4BXO1,5975,5975,13 Feb 2020,5975,6025,5925,5950,-25,33021700,196986112500,4808,4255.0,5975,101100,5950,300000,40483553140,40483553140,40483553140,17808800,22694200,12114809,72207463575,33
2020-02-14,53,ASII,Astra International Tbk.,--S4BXO1,5950,5975,14 Feb 2020,6000,6100,5925,6100,150,60901000,367327082500,6450,4362.2,6100,1989100,6075,920800,40483553140,40483553140,40483553140,30746700,37189100,15901300,95328540500,23
2020-02-17,53,ASII,Astra International Tbk.,--S4BXO1,6100,6150,17 Feb 2020,6125,6175,6050,6100,0,16567600,101268407500,3458,4362.2,6100,87700,6075,1312700,40483553140,40483553140,40483553140,6900600,6836000,11193896,67264629301,6
2020-02-18,53,ASII,Astra International Tbk.,--S4BXO1,6100,6050,18 Feb 2020,6050,6200,6050,6100,0,27960300,172114945000,5682,4362.2,6150,22100,6100,1856900,40483553140,40483553140,40483553140,16803400,17116600,1793439,11112626400,4
2020-02-19,53,ASII,Astra International Tbk.,--S4BXO1,6100,6175,19 Feb 2020,6150,6250,6150,6250,150,35186100,219149235000,4769,4469.5,6275,2169800,6250,170900,40483553140,40483553140,40483553140,11273500,23731600,446998,2787919907,3
2020-02-20,53,ASII,Astra International Tbk.,--S4BXO1,6250,6275,20 Feb 2020,6250,6275,6125,6275,25,37995400,236438500000,5767,4487.4,6275,162400,6250,70000,40483553140,40483553140,40483553140,22761400,26514200,10580951,65723733300,14
2020-02-21,53,ASII,Astra International Tbk.,--S4BXO1,6275,6275,21 Feb 2020,6275,6300,6150,6200,-75,33804700,209725245000,5373,4433.7,6225,118100,6200,73900,40483553140,40483553140,40483553140,21142500,27390900,13922293,89327252176,9
2020-02-24,53,ASII,Astra International Tbk.,--S4BXO1,6200,6050,24 Feb 2020,6050,6150,6025,6100,-100,34190600,208553692500,4133,4362.2,6125,711800,6100,622400,40483553140,40483553140,40483553140,9415800,28008000,10340033,63267529650,8
2020-02-25,53,ASII,Astra International Tbk.,--S4BXO1,6100,6000,25 Feb 2020,6000,6275,5975,6225,125,40723200,252994942500,7148,4451.6,6225,34800,6200,23600,40483553140,40483553140,40483553140,21183800,29637900,10110950,61935103050,29
2020-02-26,53,ASII,Astra International Tbk.,--S4BXO1,6100,6000,25 Feb 2020,6000,6275,5975,6225,125,40723200,252994942500,7148,4451.6,6225,34800,6200,23600,40483553140,40483553140,40483553140,21183800,29637900,10110950,61935103050,29
2020-02-27,53,ASII,Astra International Tbk.,--S4BXO1,6050,6100,27 Feb 2020,6050,6100,5950,5950,-100,44801100,268389225000,6222,4255.0,5975,32000,5950,1540100,40483553140,40483553140,40483553140,26781200,31330200,23385901,141105121500,11
2020-02-28,53,ASII,Astra International Tbk.,--S4BXO1,5950,5850,28 Feb 2020,5825,5850,5525,5525,-425,100693900,564241170000,9381,3951.0,5550,12500,5525,2660000,40483553140,40483553140,40483553140,80547800,58510600,10900347,65120545000,8
2020-03-02,53,ASII,Astra International Tbk.,--S4BXO1,5525,5700,02 Mar 2020,5675,5850,5625,5700,175,63765800,365091367500,9735,4076.2,5750,1000,5700,2186200,40483553140,40483553140,40483553140,26251500,46663600,8588533,48560380900,21
2020-03-03,53,ASII,Astra International Tbk.,--M4BXO1,5700,5850,03 Mar 2020,5875,5975,5775,5900,200,53817300,317573317500,7241,4219.2,5900,674500,5875,864700,40483553140,40483553140,40483553140,37004700,32656900,4725188,27772007416,9
2020-03-04,53,ASII,Astra International Tbk.,--M4BXO1,5900,5900,04 Mar 2020,5875,6025,5875,5975,75,43566600,259196942500,6949,4272.8,5975,45800,5950,415400,40483553140,40483553140,40483553140,35406200,23410100,6419900,38178015674,12
2020-03-05,53,ASII,Astra International Tbk.,--M4BXO1,5975,6025,05 Mar 2020,6025,6050,5875,6050,75,40537300,242160090000,6029,4326.5,6050,372100,5950,204200,40483553140,40483553140,40483553140,23842900,28200100,9296120,55928780800,6
2020-03-06,53,ASII,Astra International Tbk.,--M4BXO1,6050,5950,06 Mar 2020,5925,5950,5675,5675,-375,31282500,180657227500,7271,4058.3,5700,10200,5675,1000800,40483553140,40483553140,40483553140,21743200,15041800,460100,2728456600,2
2020-03-09,53,ASII,Astra International Tbk.,--M4BXO1,5675,5500,09 Mar 2020,5475,5500,5025,5025,-650,87904100,459877367500,12778,3593.5,5050,33900,5025,884500,40483553140,40483553140,40483553140,48487600,45366200,10890845,63566377800,11
2020-03-10,53,ASII,Astra International Tbk.,--M4BXO1,5025,5100,10 Mar 2020,5125,5325,5100,5150,125,86444600,449297472500,10763,3682.9,5175,143800,5150,797300,40483553140,40483553140,40483553140,64616000,32496000,20341300,103776466500,2
2020-03-11,53,ASII,Astra International Tbk.,--M4BXO1,5150,5150,11 Mar 2020,5175,5175,5050,5125,-25,45134700,231639217500,5536,3665.0,5150,30900,5125,115400,40483553140,40483553140,40483553140,27132100,29158400,20000196,102001011337,5
2020-03-12,53,ASII,Astra International Tbk.,--M4BXO1,5125,5000,12 Mar 2020,4990,5025,4820,4910,-215,64824200,318845042000,9087,3511.2,4920,1600,4910,2695600,40483553140,40483553140,40483553140,39307100,39611600,1051095,5197269300,10
2020-03-13,54,ASII,Astra International Tbk.,--M4BX-1,4910,0,13 Mar 2020,0,4960,4570,4870,-40,98966100,470169334000,14631,3482.6,4880,62900,4870,2362900,40483553140,40483553140,40483553140,61799100,63455500,2524486,12274412020,7
2020-03-16,54,ASII,Astra International Tbk.,--M4BX-1,4870,0,16 Mar 2020,0,4770,4530,4590,-280,55655900,257162409000,10040,3282.4,4600,1500,4590,834800,40483553140,40483553140,40483553140,30853900,43025500,64,292480,1
2020-03-17,54,ASII,Astra International Tbk.,--M4BX-1,4590,0,17 Mar 2020,0,4600,4270,4270,-320,67166600,291751603000,14284,3053.6,4270,6301800,0,0,40483553140,40483553140,40483553140,46368500,42504200,105863,534671170,5
2020-03-18,54,ASII,Astra International Tbk.,--M4BX-1,4270,0,18 Mar 2020,0,4350,3980,4150,-120,61972000,256987231000,14107,2967.7,4150,600,4140,19800,40483553140,40483553140,40483553140,39199200,29227200,2055657,8971029910,6
2020-03-19,54,ASII,Astra International Tbk.,--M4BX-1,4150,0,19 Mar 2020,0,4020,3860,3860,-290,27066700,104606222000,3539,2760.4,3860,27388500,0,0,40483553140,40483553140,40483553140,19470700,17138900,6700249,27527808030,16
2020-03-20,54,ASII,Astra International Tbk.,--M4BX-1,3860,0,20 Mar 2020,0,3900,3590,3780,-80,141147800,522957216000,14395,2703.1,3790,100,3780,1015500,40483553140,40483553140,40483553140,96039200,79869300,6441005,24558368950,9
2020-03-23,54,ASII,Astra International Tbk.,--M4BX-1,3780,0,23 Mar 2020,0,3780,3520,3520,-260,40318500,142106805000,6275,2517.2,3520,19798000,0,0,40483553140,40483553140,40483553140,24476500,23081400,16744919,63481460850,17
2020-03-24,54,ASII,Astra International Tbk.,--M4BX-1,3520,0,24 Mar 2020,0,3610,3280,3280,-240,89502100,303327375000,16129,2345.6,3280,12812400,0,0,40483553140,40483553140,40483553140,61092900,51420400,4480130,14926749952,8
2020-03-26,54,ASII,Astra International Tbk.,--M4BX-1,3280,0,26 Mar 2020,0,3680,3220,3620,340,180290700,633799902000,27127,2588.7,3620,162100,3610,88200,40483553140,40483553140,40483553140,107973500,95876300,45730574,160517929400,18
2020-03-27,54,ASII,Astra International Tbk.,--M4BX-1,3620,0,27 Mar 2020,0,4360,3650,4080,460,150312000,614475766000,24652,2917.7,4080,270800,4070,2500,40483553140,40483553140,40483553140,89815500,82283500,21415439,88321840335,13
2020-03-30,54,ASII,Astra International Tbk.,--M4BX-1,4080,0,30 Mar 2020,0,4080,3800,3800,-280,45490800,172947599000,4988,2717.4,3800,6199800,0,0,40483553140,40483553140,40483553140,29322000,27278000,1190354,5094551200,8
2020-03-31,54,ASII,Astra International Tbk.,--M4BX-1,3800,0,31 Mar 2020,0,3980,3740,3900,100,62534800,241699408000,10735,2789.0,3900,2863700,3840,300,40483553140,40483553140,40483553140,31657500,33584300,3580386,13624355390,5
2020-04-01,54,ASII,Astra International Tbk.,--M4BX-1,3900,0,01 Apr 2020,0,4090,3650,3770,-130,78042900,302957864000,12568,2696.0,3770,743700,3760,525900,40483553140,40483553140,40483553140,35648300,35191700,7502147,28937276572,17
2020-04-02,54,ASII,Astra International Tbk.,--M4BX-1,3770,0,02 Apr 2020,0,3930,3580,3930,160,39717300,153604050000,6462,2810.4,3930,3901900,3910,1500,40483553140,40483553140,40483553140,14722100,19984600,77807671,302534595878,12
2020-04-03,54,ASII,Astra International Tbk.,--M4BX-1,3930,0,03 Apr 2020,0,4050,3860,3900,-30,42577100,166314983000,7087,2789.0,3900,758400,3890,110200,40483553140,40483553140,40483553140,27816700,15816300,62923429,245143122635,34
2020-04-06,53,ASII,Astra International Tbk.,--M4BX-1,3900,0,06 Apr 2020,0,4040,3880,4030,130,71205800,282119086000,8736,2881.9,4030,5362200,4020,17000,40483553140,40483553140,40483553140,39518900,11776600,36824793,145825871160,14
2020-04-07,53,ASII,Astra International Tbk.,--M4BX-1,4030,0,07 Apr 2020,0,4250,3960,4060,30,79018000,320501261000,10801,2903.4,4060,176100,4050,284800,40483553140,40483553140,40483553140,35490000,35937800,37695866,149603100660,31
2020-04-08,53,ASII,Astra International Tbk.,--M4BX-1,4060,0,08 Apr 2020,0,4030,3810,3850,-210,55980400,217302916000,9860,2753.2,3850,173300,3840,29700,40483553140,40483553140,40483553140,18612800,26991600,5830600,22953537500,6
2020-04-09,53,ASII,Astra International Tbk.,--M4BX-1,3850,0,09 Apr 2020,0,4120,3870,4090,240,53526100,214866240000,8755,2924.8,4090,2989900,4080,16400,40483553140,40483553140,40483553140,15971600,23401900,6707992,26782096080,25
2020-04-13,53,ASII,Astra International Tbk.,--M4BX-1,4090,0,13 Apr 2020,0,4150,3920,3960,-130,27520900,109397892000,6388,2831.9,3970,39800,3960,2196100,40483553140,40483553140,40483553140,17949800,6967400,47301939,187610660258,7
2020-04-14,53,ASII,Astra International Tbk.,--M4BX-1,3960,0,14 Apr 2020,0,4030,3920,3960,0,64571400,255690900000,9434,2831.9,3960,1810400,3950,1684500,40483553140,40483553140,40483553140,46024200,23898200,21360400,84344875600,5
2020-04-15,53,ASII,Astra International Tbk.,--M4BX-1,3960,0,15 Apr 2020,0,4000,3800,3820,-140,86149800,333555311000,11108,2731.8,3820,927600,3810,337400,40483553140,40483553140,40483553140,49338700,26256900,4329250,16793302804,13
2020-04-16,53,ASII,Astra International Tbk.,--M4BX-1,3820,0,16 Apr 2020,0,3780,3620,3620,-200,61494300,226104787000,11729,2588.7,3660,130200,3620,1747900,40483553140,40483553140,40483553140,32179800,21545200,1808621,7026667520,14
2020-04-17,53,ASII,Astra International Tbk.,--M4BX-1,3620,0,17 Apr 2020,0,3840,3680,3800,180,78593000,298495608000,8855,2717.4,3800,5797800,3790,926300,40483553140,40483553140,40483553140,58627400,30913500,3247943,12675351878,7
2020-04-20,53,ASII,Astra International Tbk.,--M4BX-1,3800,0,20 Apr 2020,0,3830,3710,3720,-80,50406600,189053728000,7483,2660.2,3720,2297000,3710,800700,40483553140,40483553140,40483553140,31820700,18892600,14992468,56429956400,13
2020-04-21,53,ASII,Astra International Tbk.,--M4BX-1,3720,0,21 Apr 2020,0,3740,3610,3640,-80,36590700,133080122000,8693,2603.0,3650,45200,3640,226500,40483553140,40483553140,40483553140,22855300,20521700,2683500,10096167800,40
2020-04-22,53,ASII,Astra International Tbk.,--M4BX-1,3640,0,22 Apr 2020,0,3660,3450,3640,0,76750500,277021176000,10155,2603.0,3640,1802000,3630,635000,40483553140,40483553140,40483553140,53571800,35528000,8311559,30168627740,7
2020-04-23,53,ASII,Astra International Tbk.,--M4BX-1,3640,0,23 Apr 2020,0,3790,3650,3760,120,85068700,317463905000,9261,2688.8,3760,970700,3750,31200,40483553140,40483553140,40483553140,47964000,38751400,18342004,67785995549,12
2020-04-24,53,ASII,Astra International Tbk.,--M4BX-1,3760,0,24 Apr 2020,0,3760,3610,3630,-130,49597000,182198817000,7380,2595.9,3640,78800,3630,251100,40483553140,40483553140,40483553140,31263900,18523700,1527195,5605861700,15
2020-04-27,53,ASII,Astra International Tbk.,--M4BX-1,3630,0,27 Apr 2020,0,3760,3570,3710,80,45682200,166822282000,7144,2653.1,3730,27000,3710,363200,40483553140,40483553140,40483553140,26627000,17415300,11054696,40002834480,34
2020-04-28,53,ASII,Astra International Tbk.,--M4BX-1,3710,0,28 Apr 2020,0,3790,3630,3740,30,53532700,198351195000,6879,2674.5,3750,135100,3740,114000,40483553140,40483553140,40483553140,32694300,24268100,7084376,26068969040,22
2020-04-29,53,ASII,Astra International Tbk.,--M4BX-1,3740,0,29 Apr 2020,0,3780,3650,3690,-50,40557200,149389148000,6339,2638.8,3690,448100,3680,68000,40483553140,40483553140,40483553140,35124500,19573300,2208600,8043132000,16
2020-04-30,53,ASII,Astra International Tbk.,--M4BX-1,3690,0,30 Apr 2020,0,3860,3720,3850,160,92257000,351327150000,7643,2753.2,3850,1480200,3840,100,40483553140,40483553140,40483553140,52314700,36049200,6313834,24357947408,11
2020-05-04,53,ASII,Astra International Tbk.,--M4BX-1,3850,0,04 May 2020,0,3750,3610,3610,-240,71301800,260214560000,11719,2581.6,3620,367300,3610,2735500,40483553140,40483553140,40483553140,43036200,13536800,7719714,29342746980,26
2020-05-05,53,ASII,Astra International Tbk.,--M4BX-1,3610,0,05 May 2020,0,3660,3580,3610,0,54983300,198407002000,8747,2581.6,3620,201500,3610,263700,40483553140,40483553140,40483553140,37949900,14788800,25793388,93466470520,10
2020-05-06,53,ASII,Astra International Tbk.,--M4BX-1,3610,0,06 May 2020,0,3680,3580,3640,30,70425000,254492788000,9163,2603.0,3650,107100,3640,2820500,40483553140,40483553140,40483553140,52270000,20730500,11702520,42175250540,7
2020-05-08,53,ASII,Astra International Tbk.,--M4BX-1,3640,0,08 May 2020,0,3740,3600,3740,100,63346500,234376051000,9863,2674.5,3740,660600,3730,79700,40483553140,40483553140,40483553140,27763800,18838100,6743128,24884360420,6
2020-05-11,53,ASII,Astra International Tbk.,--M4BX-1,3740,0,11 May 2020,0,3920,3750,3920,180,79511800,306833247000,11333,2803.3,3930,734800,3920,2842500,40483553140,40483553140,40483553140,16204100,23994400,4443083,16876767668,7
2020-05-12,53,ASII,Astra International Tbk.,--M4BX-1,3920,0,12 May 2020,0,3920,3780,3820,-100,58347900,223828231000,11375,2731.8,3820,3187800,3810,2300,40483553140,40483553140,40483553140,25260800,8287800,9369100,36020103400,4
2020-05-13,53,ASII,Astra International Tbk.,--M4BX-1,3820,0,13 May 2020,0,3820,3710,3730,-90,44974600,168736401000,5834,2667.4,3740,4800,3730,406300,40483553140,40483553140,40483553140,25289900,10248700,1396652,5074877440,7
2020-05-14,53,ASII,Astra International Tbk.,--M4BX-1,3730,0,14 May 2020,0,3710,3530,3570,-160,80570900,291251225000,11899,2553.0,3570,105100,3560,813000,40483553140,40483553140,40483553140,42284100,8205400,566932,2057544640,5
2020-05-15,53,ASII,Astra International Tbk.,--M4BX-1,3570,0,15 May 2020,0,3720,3560,3710,140,65284900,238861396000,10371,2653.1,3720,809200,3710,504000,40483553140,40483553140,40483553140,17116100,28782100,2730650,9892728500,5
2020-05-18,53,ASII,Astra International Tbk.,--M4BX-1,3710,0,18 May 2020,0,3950,3710,3910,200,88368200,339732920000,11346,2796.1,3920,753400,3910,1413500,40483553140,40483553140,40483553140,30068800,40426800,1068930,4068102000,3
2020-05-19,53,ASII,Astra International Tbk.,--M4BX-1,3910,0,19 May 2020,0,4040,3940,3950,40,77238800,307485985000,10716,2824.7,3950,1200,3940,94200,40483553140,40483553140,40483553140,27749800,27431600,1200634,4503035500,7
2020-05-20,53,ASII,Astra International Tbk.,--M4BX-1,3950,0,20 May 2020,0,3980,3870,3970,20,38965700,153134130000,5398,2839.0,3970,35200,3960,83300,40483553140,40483553140,40483553140,15853600,18676700,14253324,56782394850,10
2020-05-26,53,ASII,Astra International Tbk.,--M4BX-1,3970,0,26 May 2020,0,4360,3970,4330,360,116041900,491196476000,18267,3096.5,4340,108500,4330,255800,40483553140,40483553140,40483553140,33227600,58590600,3473792,13617997800,7
2020-05-27,53,ASII,Astra International Tbk.,--M4BX-1,4330,0,27 May 2020,0,4390,4220,4350,20,68841200,298033483000,10691,3110.8,4350,104800,4340,244100,40483553140,40483553140,40483553140,37875900,28281900,28811395,124793301710,10
2020-05-28,53,ASII,Astra International Tbk.,--M4BX-1,4350,0,28 May 2020,0,4580,4350,4540,190,86825700,392235153000,13538,3246.6,4550,654500,4540,737900,40483553140,40483553140,40483553140,48280900,60656100,4009946,17340357180,10
2020-05-29,53,ASII,Astra International Tbk.,--M4BX-1,4540,0,29 May 2020,0,4770,4470,4770,230,164786500,776055478000,16945,3411.1,4770,129900,4760,334100,40483553140,40483553140,40483553140,98701600,131272400,5129413,23894160900,32
2020-06-02,53,ASII,Astra International Tbk.,--M4BX-1,4770,0,02 Jun 2020,0,4950,4630,4730,-40,72425900,348260718000,12962,3382.5,4730,360700,4720,5000,40483553140,40483553140,40483553140,37025000,41072000,5534691,24999442679,13
2020-06-03,53,ASII,Astra International Tbk.,--M4BX-1,4730,0,03 Jun 2020,0,4950,4680,4890,160,76654100,366934575000,14051,3496.9,4890,436200,4880,63400,40483553140,40483553140,40483553140,32580500,50459200,7060862,33903135280,37
2020-06-04,53,ASII,Astra International Tbk.,--M4BX-1,4890,0,04 Jun 2020,0,4960,4740,4760,-130,82711000,397382593000,15564,3404.0,4770,71400,4760,1103700,40483553140,40483553140,40483553140,49951300,54872400,20813090,99599402900,15
2020-06-05,53,ASII,Astra International Tbk.,--M4BX-1,4760,0,05 Jun 2020,0,5025,4670,5000,240,63578800,310676104000,10311,3575.6,5000,4643900,4990,37000,40483553140,40483553140,40483553140,27018300,43120000,2192132,10486675850,9
2020-06-08,53,ASII,Astra International Tbk.,--M4BX-1,5000,0,08 Jun 2020,0,5250,4990,5025,25,53808200,274788698500,13144,3593.5,5050,415600,5025,196700,40483553140,40483553140,40483553140,18380400,23094000,187838683,896787969500,11
2020-06-09,53,ASII,Astra International Tbk.,--M4BX-1,5025,0,09 Jun 2020,0,5125,4980,5000,-25,43049500,216043092000,7733,3575.6,5000,3800,4990,72200,40483553140,40483553140,40483553140,19170200,26991600,73086216,376608489795,14
2020-06-10,53,ASII,Astra International Tbk.,--M4BX-1,5000,0,10 Jun 2020,0,5025,4650,4850,-150,39812900,192588488500,12229,3468.3,4860,117100,4850,309800,40483553140,40483553140,40483553140,18888800,21279100,47923316,237005068800,18
2020-06-11,53,ASII,Astra International Tbk.,--M4BX-1,4850,0,11 Jun 2020,0,4840,4660,4700,-150,53920100,255093633000,8923,3361.1,4710,2200,4700,51600,40483553140,40483553140,40483553140,31045700,28006900,21544244,106898893960,7
2020-06-12,53,ASII,Astra International Tbk.,--M4BX-1,4700,0,12 Jun 2020,0,4820,4400,4790,90,45837700,215119305000,9470,3425.4,4800,30600,4790,687300,40483553140,40483553140,40483553140,17920700,15148900,5648706,26735560146,23
2020-06-15,53,ASII,Astra International Tbk.,--M4BX-1,4790,0,15 Jun 2020,0,4850,4700,4740,-50,42880500,204058617000,10081,3389.7,4750,57100,4740,33600,40483553140,40483553140,40483553140,19506700,14891800,9340598,43968050198,4
2020-06-16,53,ASII,Astra International Tbk.,--M4BX-1,4740,0,16 Jun 2020,0,5000,4800,4970,230,38736700,191515499000,9784,3554.1,4970,826400,4960,50600,40483553140,40483553140,40483553140,17817800,11814700,9106869,43391961480,20
