Trading Date,No,Stock Code,Company Name,Remarks,Previous,Open Price,Last Trading Date,First Trade,High,Low,Close,Change,Volume,Value,Frequency,Index Individual,Offer,Offer Volume,Bid,Bid Volume,Listed Shares,Tradeble Shares,Weight For Index,Foreign Sell,Foreign Buy,Non Regular Volume,Non Regular Value,Non Regular Frequency
2020-01-22,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11700,11700,22 Jan 2020,11750,11875,11675,11750,50,5004000,58856417500,1355,435.6,11750,239500,11725,200000,11661908000,11661908000,11661908000,552600,2559600,78,916500,1
2020-01-23,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11750,11700,23 Jan 2020,11750,11775,11650,11700,-50,1669200,19508920000,1418,433.7,11700,981100,11675,355400,11661908000,11661908000,11661908000,841900,233700,3377920,39464999775,8
2020-01-24,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11700,11675,24 Jan 2020,11675,11700,11600,11700,0,1701000,19853460000,996,433.7,11700,348700,11675,69900,11661908000,11661908000,11661908000,491300,351100,53,620100,1
2020-01-27,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11700,11700,27 Jan 2020,11675,11725,11625,11650,-50,2236100,26107440000,1508,431.9,11675,800,11650,211400,11661908000,11661908000,11661908000,677600,465300,569401,6648895450,3
2020-01-28,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11650,11625,28 Jan 2020,11625,11650,11300,11625,-25,3602200,41723350000,2338,431.0,11650,3900,11625,395900,11661908000,11661908000,11661908000,1579200,293800,19,220875,1
2020-01-29,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11625,11650,29 Jan 2020,11650,11800,11650,11700,75,2873700,33641005000,1875,433.7,11700,474400,11675,600,11661908000,11661908000,11661908000,1244600,1646900,95078,1112787600,8
2020-01-30,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11700,11750,30 Jan 2020,11750,11900,11475,11625,-75,5091400,59707825000,1875,431.0,11625,4900,11500,3300,11661908000,11661908000,11661908000,735900,3199600,90000,1044540000,1
2020-01-31,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11625,11600,31 Jan 2020,11600,11600,11375,11375,-250,6281100,71678117500,2970,421.7,11400,2600,11375,1107600,11661908000,11661908000,11661908000,4268500,1217600,860674,10087271450,9
2020-02-03,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11375,11375,03 Feb 2020,11375,11425,11300,11400,25,2396500,27308637500,2292,422.6,11425,378600,11400,155900,11661908000,11661908000,11661908000,1389200,586700,240220,2740912975,4
2020-02-04,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11400,11550,04 Feb 2020,11550,11700,11475,11600,200,6060300,70269145000,2398,430.0,11600,809300,11575,300,11661908000,11661908000,11661908000,1059800,4078300,64,728000,1
2020-02-05,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11600,11600,05 Feb 2020,11625,11625,11450,11500,-100,2591600,29750367500,2071,426.3,11500,598300,11475,16200,11661908000,11661908000,11661908000,946800,843700,54,626050,2
2020-02-06,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11500,11475,06 Feb 2020,11475,11650,11475,11500,0,2299400,26455890000,1924,426.3,11500,251600,11475,10300,11661908000,11661908000,11661908000,991600,1159800,621686,7153273396,5
2020-02-07,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11500,11500,07 Feb 2020,11500,11550,11400,11500,0,1786400,20526965000,1647,426.3,11500,839700,11475,1107900,11661908000,11661908000,11661908000,816100,544300,0,0,0
2020-02-10,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11500,11650,10 Feb 2020,11625,11650,11400,11575,75,2697700,31195445000,1577,429.1,11575,116200,11550,121300,11661908000,11661908000,11661908000,1090600,1698300,90,1035000,1
2020-02-11,278,ICBP,Indofood CBP Sukses Makmur Tbk.,--M5BXO1,11575,11575,11 Feb 2020,11525,11575,11400,11475,-100,13191900,151358897500,1904,425.4,11475,542200,11450,300,11661908000,11661908000,11661908000,1650300,483100,1117190,12805160050,4
