-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                               NativeLayerNormBackward0         0.13%       8.306ms         0.94%      60.456ms      19.628us      12.76 MB      -4.00 KB          3080  
                                           MulBackward0         0.12%       7.960ms         0.70%      45.255ms       6.428us     147.93 MB           0 B          7040  
                                 aten::split_with_sizes         0.12%       7.779ms         0.14%       9.114ms       4.220us           0 B           0 B          2160  
                                        aten::clamp_min         0.12%       7.773ms         0.12%       7.773ms       3.599us      19.78 MB      19.78 MB          2160  
                                             aten::lstm         0.12%       7.553ms         5.16%     332.019ms     614.849us       1.10 GB     -11.76 MB           540  
autograd::engine::evaluate_function: MkldnnRnnLayerB...         0.12%       7.551ms         5.67%     364.818ms     829.131us      -1.07 GB      -1.14 GB           440  
                               aten::threshold_backward         0.12%       7.529ms         0.12%       7.529ms       4.278us      16.29 MB      16.29 MB          1760  
                                     TransposeBackward0         0.12%       7.413ms         0.51%      32.774ms       2.328us           0 B           0 B         14080  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.11%       7.088ms         0.49%      31.474ms       6.503us      51.45 MB           0 B          4840  
                                             TBackward0         0.11%       6.887ms         0.47%      30.463ms       2.473us           0 B           0 B         12320  
                                       aten::lift_fresh         0.10%       6.713ms         0.10%       6.713ms       0.098us           0 B           0 B         68240  
                                         aten::isneginf         0.10%       6.221ms         0.10%       6.221ms       3.534us       3.32 MB       3.32 MB          1760  
                                     aten::resolve_conj         0.10%       6.114ms         0.10%       6.114ms       0.058us           0 B           0 B        105300  
      autograd::engine::evaluate_function: MulBackward1         0.09%       6.089ms         0.82%      52.922ms      15.035us           0 B    -113.20 MB          3520  
                                             aten::relu         0.09%       5.660ms         0.21%      13.433ms       6.219us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       5.542ms         0.88%      56.443ms      14.932us      15.34 MB    -153.74 KB          3780  
                     aten::scaled_dot_product_attention         0.09%       5.494ms         5.49%     352.704ms     163.289us     161.43 MB    -159.93 KB          2160  
