-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
      autograd::engine::evaluate_function: AddBackward0         0.15%       9.663ms         0.21%      14.142ms       2.678us       1.72 MB           0 B          5280  
                                           BmmBackward0         0.14%       9.206ms         3.85%     255.420ms      72.563us     232.82 MB           0 B          3520  
                               NativeLayerNormBackward0         0.13%       8.666ms         0.92%      61.257ms      19.888us      12.76 MB      -6.00 KB          3080  
                                           MulBackward0         0.13%       8.439ms         0.71%      47.048ms       6.683us     147.93 MB           0 B          7040  
                                        aten::clamp_min         0.12%       8.084ms         0.12%       8.084ms       3.743us      19.78 MB      19.78 MB          2160  
                                             aten::lstm         0.12%       7.903ms         5.03%     334.117ms     618.736us       1.10 GB     -11.76 MB           540  
                                 aten::split_with_sizes         0.12%       7.867ms         0.14%       9.243ms       4.279us           0 B           0 B          2160  
                               aten::threshold_backward         0.12%       7.804ms         0.12%       7.804ms       4.434us      16.29 MB      16.29 MB          1760  
autograd::engine::evaluate_function: MkldnnRnnLayerB...         0.12%       7.759ms         5.48%     364.028ms     827.337us      -1.07 GB      -1.14 GB           440  
                                     TransposeBackward0         0.12%       7.656ms         0.51%      33.861ms       2.405us           0 B           0 B         14080  
                                             TBackward0         0.11%       7.309ms         0.47%      31.417ms       2.550us           0 B           0 B         12320  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.11%       7.246ms         0.48%      31.801ms       6.570us      51.45 MB           0 B          4840  
                                       aten::lift_fresh         0.10%       6.862ms         0.10%       6.862ms       0.101us           0 B           0 B         68240  
                                     aten::resolve_conj         0.10%       6.748ms         0.10%       6.748ms       0.063us           0 B           0 B        107260  
                                         aten::isneginf         0.10%       6.440ms         0.10%       6.440ms       3.659us       3.32 MB       3.32 MB          1760  
      autograd::engine::evaluate_function: MulBackward1         0.09%       6.238ms         0.82%      54.541ms      15.495us           0 B    -113.20 MB          3520  
                                             aten::relu         0.09%       6.165ms         0.21%      14.250ms       6.597us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       6.037ms         0.88%      58.196ms      15.396us      15.34 MB    -153.77 KB          3780  
                                   aten::_reshape_alias         0.08%       5.313ms         0.08%       5.313ms       1.509us           0 B           0 B          3520  
                     aten::scaled_dot_product_attention         0.08%       5.270ms         5.48%     364.130ms     168.579us     161.44 MB    -152.27 KB          2160  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.214ms         0.25%      16.885ms       5.482us      -3.12 MB      -3.12 MB          3080  
                                         aten::mse_loss         0.07%       4.924ms         0.20%      13.455ms      30.580us      54.88 KB           0 B           440  
                                           aten::narrow         0.07%       4.903ms         0.19%      12.323ms       4.339us           0 B           0 B          2840  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.765ms         0.54%      35.893ms      40.788us    -101.06 MB    -154.23 MB           880  
                                        SelectBackward0         0.07%       4.500ms         1.72%     113.907ms      23.534us     444.21 MB           0 B          4840  
                              aten::_local_scalar_dense         0.06%       4.285ms         0.06%       4.285ms       0.139us           0 B           0 B         30920  
                                    UnsafeViewBackward0         0.06%       4.079ms         0.37%      24.555ms       5.073us      51.45 MB           0 B          4840  
                                            MmBackward0         0.06%       4.018ms         0.46%      30.417ms      34.565us      56.61 MB           0 B           880  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.990ms         0.27%      17.820ms      10.125us     -13.29 MB     -26.58 MB          1760  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.932ms         0.21%      13.625ms       7.741us           0 B     -10.63 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.796ms         0.07%       4.627ms       1.753us           0 B           0 B          2640  
                                   SafeSoftmaxBackward0         0.05%       3.537ms         0.21%      13.830ms       7.858us      13.29 MB           0 B          1760  
                                        aten::unflatten         0.05%       3.523ms         0.10%       6.398ms       2.962us           0 B           0 B          2160  
                                MkldnnRnnLayerBackward0         0.05%       3.506ms         5.37%     356.270ms     809.704us      65.63 MB      -3.43 MB           440  
                                          aten::softmax         0.05%       3.481ms         0.44%      28.947ms      10.193us      77.85 MB           0 B          2840  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.472ms         0.51%      33.889ms      38.510us     -48.02 MB    -104.62 MB           880  
                                aten::mse_loss_backward         0.05%       3.377ms         0.11%       7.082ms       8.048us      54.88 KB           0 B           880  
                                          ReluBackward0         0.05%       3.337ms         0.17%      11.141ms       6.330us      16.29 MB           0 B          1760  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.301ms         0.20%      13.108ms       5.958us           0 B           0 B          2200  
                                    aten::scalar_tensor         0.05%       3.296ms         0.05%       3.296ms       0.931us      13.89 KB      13.89 KB          3540  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.264ms         0.22%      14.405ms       8.185us     -16.29 MB     -32.59 MB          1760  
                                   aten::slice_backward         0.05%       3.212ms         0.13%       8.867ms      10.077us       3.43 MB           0 B           880  
                                       SqueezeBackward1         0.05%       3.196ms         0.15%       9.807ms       4.458us           0 B           0 B          2200  
                                            aten::zero_         0.05%       3.178ms         0.67%      44.260ms       3.952us           0 B           0 B         11200  
                                          aten::resize_         0.05%       3.125ms         0.05%       3.125ms       0.878us       4.72 MB       4.72 MB          3560  
                                        ExpandBackward0         0.04%       2.937ms         0.09%       5.667ms       0.715us       1.72 MB           0 B          7920  
                                          aten::sigmoid         0.04%       2.873ms         0.04%       2.873ms       5.321us       2.08 MB       2.08 MB           540  
                                     UnsqueezeBackward0         0.04%       2.847ms         0.16%      10.541ms       3.422us           0 B           0 B          3080  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.749ms         0.16%      10.554ms       5.997us           0 B           0 B          1760  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.518ms         0.10%       6.602ms       3.751us           0 B           0 B          1760  
                                           MulBackward1         0.04%       2.505ms         0.73%      48.303ms      13.722us     113.20 MB      -3.79 KB          3520  
                                SplitWithSizesBackward0         0.04%       2.502ms         0.15%       9.692ms       5.507us      10.63 MB           0 B          1760  
                                             aten::triu         0.04%       2.423ms         0.04%       2.423ms       2.243us       4.22 KB       4.22 KB          1080  
                                       aten::contiguous         0.04%       2.411ms         1.24%      82.216ms      30.450us     324.87 MB           0 B          2700  
autograd::engine::evaluate_function: SoftmaxBackward...         0.04%       2.377ms         0.22%      14.493ms      16.470us     -53.17 MB    -106.34 MB           880  
                                       PermuteBackward0         0.04%       2.350ms         0.12%       7.805ms       4.435us           0 B           0 B          1760  
                                             aten::tril         0.03%       2.261ms         0.03%       2.261ms       2.569us         878 B         878 B           880  
                                             aten::full         0.03%       2.145ms         0.05%       3.572ms       3.308us       4.22 KB           4 B          1080  
                                           CatBackward0         0.03%       2.108ms         0.15%      10.269ms      11.670us           0 B           0 B           880  
