-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
               aten::_scaled_dot_product_attention_math         0.26%      16.650ms         5.15%     331.966ms     188.617us     159.93 MB     -13.29 MB          1760  
                                          aten::squeeze         0.25%      16.396ms         0.30%      19.313ms       2.815us           0 B           0 B          6860  
                                       aten::empty_like         0.25%      16.192ms         0.55%      35.472ms       2.423us     852.38 MB     384.50 KB         14640  
                                    aten::_foreach_norm         0.25%      15.797ms         1.41%      91.049ms     206.930us     116.88 KB          24 B           440  
                                            aten::clone         0.25%      15.794ms         2.31%     148.951ms      20.688us     809.48 MB           0 B          7200  
                                          aten::dropout         0.24%      15.350ms         3.01%     194.024ms      29.309us      76.32 MB      -7.45 KB          6620  
autograd::engine::evaluate_function: NativeLayerNorm...         0.23%      15.137ms         1.19%      76.873ms      24.959us     -12.00 MB     -24.76 MB          3080  
      autograd::engine::evaluate_function: MulBackward0         0.23%      15.062ms         0.94%      60.886ms       8.649us     -26.16 MB    -174.08 MB          7040  
                                            aten::where         0.22%      14.338ms         0.33%      21.122ms       6.001us       7.63 KB         784 B          3520  
                                             aten::item         0.22%      14.244ms         0.28%      18.221ms       0.589us           0 B           0 B         30920  
                                           aten::detach         0.22%      14.193ms         0.56%      36.231ms       1.213us           0 B           0 B         29880  
                                    aten::_foreach_mul_         0.21%      13.728ms         0.53%      34.004ms      77.283us           0 B           0 B           440  
      autograd::engine::evaluate_function: BmmBackward0         0.19%      12.537ms         4.05%     260.988ms      74.144us    -129.92 MB    -362.74 MB          3520  
                                    aten::_safe_softmax         0.17%      11.060ms         0.91%      58.340ms      33.148us      13.28 MB      -3.56 MB          1760  
autograd::engine::evaluate_function: SelectBackward0...         0.17%      11.031ms         2.11%     135.703ms      28.038us       2.19 MB    -442.00 MB          4840  
      aten::_scaled_dot_product_flash_attention_for_cpu         0.17%      10.769ms         0.23%      15.016ms      37.539us       1.65 MB    -317.73 KB           400  
                                            aten::slice         0.17%      10.720ms         0.20%      12.786ms       2.664us           0 B           0 B          4800  
autograd::engine::evaluate_function: ExpandBackward0...         0.16%      10.048ms         0.24%      15.691ms       1.981us     -49.74 MB     -51.45 MB          7920  
                                          aten::permute         0.16%      10.030ms         0.18%      11.384ms       2.904us           0 B           0 B          3920  
