-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                            aten::zeros         0.15%      10.161ms         0.96%      63.817ms       9.385us     451.80 MB     316.00 KB          6800  
autograd::engine::evaluate_function: ExpandBackward0...         0.15%      10.074ms         0.24%      15.797ms       1.995us     -49.74 MB     -51.45 MB          7920  
                                  aten::select_backward         0.15%      10.011ms         1.66%     109.637ms      22.652us     444.21 MB           0 B          4840  
                                     aten::_unsafe_view         0.15%       9.668ms         0.15%       9.668ms       1.116us           0 B           0 B          8660  
      autograd::engine::evaluate_function: AddBackward0         0.14%       9.577ms         0.21%      14.049ms       2.661us       1.72 MB           0 B          5280  
                                           BmmBackward0         0.14%       9.445ms         3.83%     253.799ms      72.102us     232.82 MB           0 B          3520  
                               NativeLayerNormBackward0         0.13%       8.798ms         0.93%      61.588ms      19.996us      12.76 MB      -2.00 KB          3080  
                                           MulBackward0         0.13%       8.427ms         0.71%      46.709ms       6.635us     147.93 MB           0 B          7040  
                                        aten::clamp_min         0.12%       8.074ms         0.12%       8.074ms       3.738us      19.78 MB      19.78 MB          2160  
                                             aten::lstm         0.12%       8.004ms         5.08%     336.724ms     623.564us       1.10 GB     -11.76 MB           540  
                                 aten::split_with_sizes         0.12%       7.959ms         0.14%       9.388ms       4.346us           0 B           0 B          2160  
                               aten::threshold_backward         0.12%       7.898ms         0.12%       7.898ms       4.488us      16.29 MB      16.29 MB          1760  
                                     TransposeBackward0         0.12%       7.813ms         0.50%      33.376ms       2.370us           0 B           0 B         14080  
autograd::engine::evaluate_function: MkldnnRnnLayerB...         0.12%       7.810ms         5.61%     371.724ms     844.827us      -1.07 GB      -1.14 GB           440  
autograd::engine::evaluate_function: UnsafeViewBackw...         0.11%       7.308ms         0.48%      31.861ms       6.583us      51.45 MB           0 B          4840  
                                             TBackward0         0.11%       7.179ms         0.47%      30.974ms       2.514us           0 B           0 B         12320  
                                       aten::lift_fresh         0.11%       6.992ms         0.11%       6.992ms       0.102us           0 B           0 B         68240  
                                     aten::resolve_conj         0.10%       6.483ms         0.10%       6.483ms       0.062us           0 B           0 B        105300  
                                         aten::isneginf         0.10%       6.371ms         0.10%       6.371ms       3.620us       3.32 MB       3.32 MB          1760  
      autograd::engine::evaluate_function: MulBackward1         0.09%       6.207ms         0.82%      54.614ms      15.515us           0 B    -113.20 MB          3520  
                                             aten::relu         0.09%       5.864ms         0.21%      13.938ms       6.453us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       5.741ms         0.88%      58.278ms      15.417us      15.34 MB    -151.75 KB          3780  
                     aten::scaled_dot_product_attention         0.08%       5.380ms         5.47%     362.015ms     167.600us     161.43 MB    -159.44 KB          2160  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.294ms         0.26%      16.900ms       5.487us      -3.17 MB      -3.17 MB          3080  
                                   aten::_reshape_alias         0.08%       5.283ms         0.08%       5.283ms       1.501us           0 B           0 B          3520  
                                           aten::narrow         0.07%       4.866ms         0.18%      12.209ms       4.299us           0 B           0 B          2840  
                                         aten::mse_loss         0.07%       4.846ms         0.20%      13.316ms      30.263us      54.88 KB           0 B           440  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.845ms         0.54%      35.568ms      40.419us     -98.43 MB    -151.60 MB           880  
                                        SelectBackward0         0.07%       4.654ms         1.73%     114.291ms      23.614us     444.21 MB           0 B          4840  
                              aten::_local_scalar_dense         0.06%       4.175ms         0.06%       4.175ms       0.135us           0 B           0 B         30920  
                                    UnsafeViewBackward0         0.06%       4.072ms         0.37%      24.553ms       5.073us      51.45 MB           0 B          4840  
                                            MmBackward0         0.06%       4.064ms         0.46%      30.186ms      34.303us      56.61 MB           0 B           880  
