-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                       aten::lift_fresh         0.10%       6.622ms         0.10%       6.622ms       0.097us           0 B           0 B         68240  
                                     aten::resolve_conj         0.10%       6.274ms         0.10%       6.274ms       0.058us           0 B           0 B        107260  
                                         aten::isneginf         0.10%       6.122ms         0.10%       6.122ms       3.478us       3.32 MB       3.32 MB          1760  
      autograd::engine::evaluate_function: MulBackward1         0.09%       6.056ms         0.82%      52.981ms      15.051us           0 B    -113.20 MB          3520  
                                             aten::relu         0.09%       5.713ms         0.21%      13.730ms       6.356us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       5.619ms         0.90%      57.934ms      15.327us      15.34 MB    -154.49 KB          3780  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.194ms         0.26%      16.484ms       5.352us      -3.09 MB      -3.09 MB          3080  
                     aten::scaled_dot_product_attention         0.08%       5.160ms         5.47%     352.133ms     163.024us     161.44 MB    -151.93 KB          2160  
                                   aten::_reshape_alias         0.08%       5.104ms         0.08%       5.104ms       1.450us           0 B           0 B          3520  
                                           aten::narrow         0.07%       4.806ms         0.19%      11.988ms       4.221us           0 B           0 B          2840  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.709ms         0.55%      35.150ms      39.943us    -100.59 MB    -153.76 MB           880  
                                         aten::mse_loss         0.07%       4.638ms         0.20%      12.847ms      29.197us      54.88 KB           0 B           440  
                                        SelectBackward0         0.07%       4.446ms         1.74%     111.802ms      23.100us     444.21 MB           0 B          4840  
                              aten::_local_scalar_dense         0.06%       4.043ms         0.06%       4.043ms       0.131us           0 B           0 B         30920  
                                    UnsafeViewBackward0         0.06%       4.017ms         0.38%      24.149ms       4.989us      51.45 MB           0 B          4840  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.821ms         0.28%      17.819ms      10.125us     -13.29 MB     -26.58 MB          1760  
                                            MmBackward0         0.06%       3.810ms         0.46%      29.346ms      33.348us      56.61 MB           0 B           880  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.739ms         0.20%      12.949ms       7.358us           0 B     -10.63 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.694ms         0.07%       4.522ms       1.713us           0 B           0 B          2640  
                                          aten::softmax         0.06%       3.631ms         0.46%      29.800ms      10.493us      77.85 MB           0 B          2840  
                                   SafeSoftmaxBackward0         0.05%       3.429ms         0.22%      13.998ms       7.953us      13.29 MB           0 B          1760  
                                        aten::unflatten         0.05%       3.390ms         0.10%       6.142ms       2.844us           0 B           0 B          2160  
       autograd::engine::evaluate_function: MmBackward0         0.05%       3.273ms         0.51%      32.620ms      37.068us     -48.02 MB    -104.62 MB           880  
                                    aten::scalar_tensor         0.05%       3.249ms         0.05%       3.249ms       0.918us      13.90 KB      13.90 KB          3540  
                                aten::mse_loss_backward         0.05%       3.228ms         0.10%       6.754ms       7.675us      54.88 KB           0 B           880  
                                MkldnnRnnLayerBackward0         0.05%       3.215ms         5.68%     365.581ms     830.865us      65.63 MB      -3.43 MB           440  
                                          ReluBackward0         0.05%       3.202ms         0.17%      10.788ms       6.130us      16.29 MB           0 B          1760  
autograd::engine::evaluate_function: SqueezeBackward...         0.05%       3.202ms         0.20%      12.711ms       5.778us           0 B           0 B          2200  
                                       SqueezeBackward1         0.05%       3.140ms         0.15%       9.509ms       4.322us           0 B           0 B          2200  
                                            aten::zero_         0.05%       3.120ms         0.69%      44.103ms       3.938us           0 B           0 B         11200  
     autograd::engine::evaluate_function: ReluBackward0         0.05%       3.118ms         0.22%      13.906ms       7.901us     -16.29 MB     -32.59 MB          1760  
                                          aten::resize_         0.05%       3.076ms         0.05%       3.076ms       0.864us       4.60 MB       4.60 MB          3560  
                                   aten::slice_backward         0.05%       3.041ms         0.13%       8.446ms       9.598us       3.43 MB           0 B           880  
                                        ExpandBackward0         0.05%       2.965ms         0.09%       5.667ms       0.716us       1.72 MB           0 B          7920  
                                     UnsqueezeBackward0         0.04%       2.757ms         0.16%      10.210ms       3.315us           0 B           0 B          3080  
                                          aten::sigmoid         0.04%       2.647ms         0.04%       2.647ms       4.902us       2.08 MB       2.08 MB           540  
autograd::engine::evaluate_function: PermuteBackward...         0.04%       2.626ms         0.16%      10.148ms       5.766us           0 B           0 B          1760  
                                       aten::contiguous         0.04%       2.522ms         1.26%      81.307ms      30.114us     324.87 MB           0 B          2700  
                                           MulBackward1         0.04%       2.501ms         0.73%      46.925ms      13.331us     113.20 MB      -3.65 KB          3520  
autograd::engine::evaluate_function: ReshapeAliasBac...         0.04%       2.459ms         0.10%       6.263ms       3.559us           0 B           0 B          1760  
                                SplitWithSizesBackward0         0.04%       2.444ms         0.14%       9.210ms       5.233us      10.63 MB           0 B          1760  
                                             aten::triu         0.04%       2.270ms         0.04%       2.270ms       2.102us       4.22 KB       4.22 KB          1080  
autograd::engine::evaluate_function: SoftmaxBackward...         0.04%       2.266ms         0.23%      14.530ms      16.512us     -53.17 MB    -106.34 MB           880  
                                       PermuteBackward0         0.04%       2.256ms         0.12%       7.523ms       4.274us           0 B           0 B          1760  
                                             aten::tril         0.03%       2.223ms         0.03%       2.223ms       2.526us         878 B         878 B           880  
                                           CatBackward0         0.03%       2.087ms         0.15%       9.976ms      11.336us           0 B           0 B           880  
                                             aten::full         0.03%       2.079ms         0.05%       3.444ms       3.189us       4.22 KB           4 B          1080  
                                               aten::eq         0.03%       2.055ms         0.03%       2.055ms       3.806us         540 B         540 B           540  
                                           AddBackward0         0.03%       2.011ms         0.03%       2.011ms       0.381us           0 B           0 B          5280  
                                       aten::zeros_like         0.03%       1.957ms         0.07%       4.687ms       3.551us       3.48 MB           0 B          1320  
                                       SoftmaxBackward0         0.03%       1.875ms         0.19%      12.265ms      13.937us      53.17 MB           0 B           880  
                                            aten::clamp         0.03%       1.804ms         0.03%       1.848ms       4.201us       1.72 KB       1.72 KB           440  
                                             aten::ones         0.03%       1.781ms         0.05%       3.215ms       3.654us         880 B           8 B           880  
                                       MseLossBackward0         0.03%       1.737ms         0.11%       7.101ms      16.140us      54.88 KB           0 B           440  
                                       aten::reciprocal         0.03%       1.702ms         0.03%       1.702ms       3.869us       1.72 KB       1.72 KB           440  
                                 aten::sigmoid_backward         0.03%       1.657ms         0.03%       1.657ms       3.766us       1.72 MB       1.72 MB           440  
