calendar_date,open_price,high_price,low_price,close_price,volume,bid_volume,offer_volume,foreign_sell,foreign_buy
2020-01-02,3970.0,4000.0,3900.0,3910.0,52094000.0,5580600.0,11400.0,34855500.0,16742400.0
2020-01-03,3960.0,3980.0,3930.0,3980.0,70032900.0,19700.0,1677700.0,36112700.0,48710700.0
2020-01-04,3960.0,3980.0,3930.0,3980.0,70032900.0,19700.0,1677700.0,36112700.0,48710700.0
2020-01-05,3960.0,3980.0,3930.0,3980.0,70032900.0,19700.0,1677700.0,36112700.0,48710700.0
2020-01-06,3930.0,3970.0,3930.0,3960.0,42908900.0,179000.0,1000800.0,20737700.0,17506000.0
2020-01-07,3930.0,3970.0,3920.0,3940.0,51837600.0,1495500.0,52000.0,26195500.0,22647300.0
2020-01-08,3920.0,3950.0,3900.0,3900.0,52402600.0,4572000.0,21800.0,34096000.0,19744300.0
2020-01-09,3920.0,3970.0,3920.0,3960.0,37580300.0,2068900.0,24900.0,16622900.0,17861300.0
2020-01-10,3980.0,3990.0,3950.0,3980.0,48099000.0,24500.0,2305000.0,28428400.0,42807700.0
2020-01-11,3980.0,3990.0,3950.0,3980.0,48099000.0,24500.0,2305000.0,28428400.0,42807700.0
2020-01-12,3980.0,3990.0,3950.0,3980.0,48099000.0,24500.0,2305000.0,28428400.0,42807700.0
2020-01-13,4000.0,4030.0,3990.0,4030.0,61913800.0,147200.0,4788800.0,35044400.0,45958600.0
2020-01-14,3980.0,4000.0,3940.0,3950.0,95058600.0,3532500.0,2118000.0,66607600.0,37052300.0
2020-01-15,3960.0,3960.0,3870.0,3880.0,147583300.0,210100.0,498100.0,101524100.0,50116100.0
2020-01-16,3890.0,3890.0,3830.0,3850.0,118903100.0,2401800.0,7214700.0,90973900.0,29977700.0
2020-01-17,3860.0,3870.0,3800.0,3810.0,119904100.0,561400.0,8961100.0,81198600.0,25582800.0
2020-01-18,3860.0,3870.0,3800.0,3810.0,119904100.0,561400.0,8961100.0,81198600.0,25582800.0
2020-01-19,3860.0,3870.0,3800.0,3810.0,119904100.0,561400.0,8961100.0,81198600.0,25582800.0
2020-01-20,3820.0,3840.0,3800.0,3810.0,73599200.0,6372600.0,851000.0,30435500.0,22956300.0
2020-01-21,3810.0,3900.0,3810.0,3890.0,78014400.0,215800.0,3188200.0,23671600.0,31456500.0
