calendar_date,ihsg_return_lag_1,ihsg_std_dev_7,ihsg_std_dev_14,ihsg_std_dev_21
2023-02-12,0.291%,25.324,31.91,76.109
2023-02-13,0.609%,28.906,30.971,62.356
2023-02-14,-0.389%,24.241,30.316,48.766
2023-02-15,-0.275%,23.502,30.312,42.399
2023-02-16,0.0%,19.721,29.469,33.556
2023-02-17,0.0%,19.721,29.469,33.556
2023-02-18,0.0%,19.721,29.469,33.556
2023-02-19,-0.015%,19.848,24.079,30.011
2023-02-20,-0.319%,21.345,22.802,30.061
2023-02-21,-0.917%,41.056,33.788,34.228
2023-02-22,0.426%,37.432,36.871,33.53
2023-02-23,0.263%,33.251,37.788,33.84
2023-02-24,0.263%,33.251,37.788,33.84
2023-02-25,0.263%,33.251,37.788,33.84
2023-02-26,-0.029%,30.718,36.666,34.408
2023-02-27,-0.175%,26.86,34.656,35.51
2023-02-28,0.029%,19.519,35.293,35.157
2023-03-01,0.175%,16.54,35.562,35.328
2023-03-02,-0.627%,15.196,37.904,38.368
2023-03-03,-0.627%,15.196,37.904,38.368
2023-03-04,-0.627%,15.196,37.904,38.368
2023-03-05,-0.103%,20.822,34.341,40.726
2023-03-06,-0.588%,32.744,37.812,47.031
2023-03-07,0.133%,34.966,39.35,48.754
2023-03-08,0.354%,33.07,36.773,47.113
2023-03-09,-0.515%,32.547,35.848,50.006
2023-03-10,-0.515%,32.547,35.848,50.006
2023-03-11,-0.515%,32.547,35.848,50.006
2023-03-12,0.325%,19.562,33.743,51.24
2023-03-13,-2.136%,55.842,57.498,66.097
2023-03-14,-0.211%,71.385,73.111,74.989
2023-03-15,-0.935%,94.418,91.324,89.553
2023-03-16,1.706%,90.016,90.602,90.602
2023-03-17,1.706%,90.016,90.602,90.602
2023-03-18,1.706%,90.016,90.602,90.602
2023-03-19,-0.988%,81.123,94.369,95.145
2023-03-20,1.21%,70.632,89.884,92.836
2023-03-21,1.21%,70.632,89.884,92.836
2023-03-22,1.21%,70.632,89.884,92.836
2023-03-23,1.046%,63.261,82.688,89.621
2023-03-24,1.046%,63.261,82.688,89.621
2023-03-25,1.046%,63.261,82.688,89.621
2023-03-26,-0.784%,66.097,78.262,89.626
2023-03-27,0.76%,72.665,74.884,87.657
2023-03-28,1.169%,72.844,81.278,86.676
2023-03-29,-0.439%,76.478,83.615,84.512
2023-03-30,-0.059%,53.926,84.003,82.82
2023-03-31,-0.059%,53.926,84.003,82.82
2023-04-01,-0.059%,53.926,84.003,82.82
2023-04-02,0.323%,45.734,88.193,81.86
2023-04-03,0.088%,47.046,91.57,80.412
2023-04-04,-0.19%,26.487,91.388,80.674
2023-04-05,-0.396%,16.462,86.543,80.209
2023-04-06,-0.396%,16.462,86.543,80.209
2023-04-07,-0.396%,16.462,86.543,80.209
2023-04-08,-0.396%,16.462,86.543,80.209
2023-04-09,-0.324%,21.344,68.389,80.265
2023-04-10,0.591%,21.369,64.501,81.268
2023-04-11,-0.176%,21.654,44.533,81.237
2023-04-12,-0.191%,21.106,35.044,81.585
2023-04-13,0.486%,18.115,34.272,82.622
2023-04-14,0.486%,18.115,34.272,82.622
2023-04-15,0.486%,18.115,34.272,82.622
2023-04-16,-0.455%,16.111,23.04,79.102
2023-04-17,0.501%,18.911,19.57,74.414
2023-04-18,0.501%,18.911,19.57,74.414
2023-04-19,0.501%,18.911,19.57,74.414
2023-04-20,0.501%,18.911,19.57,74.414
2023-04-21,0.501%,18.911,19.57,74.414
2023-04-22,0.501%,18.911,19.57,74.414
2023-04-23,0.501%,18.911,19.57,74.414
2023-04-24,0.501%,18.911,19.57,74.414
2023-04-25,1.29%,42.433,32.77,65.329
2023-04-26,0.507%,63.211,47.905,69.689
2023-04-27,-0.418%,66.434,53.47,60.577
2023-04-28,-0.418%,66.434,53.47,60.577
2023-04-29,-0.418%,66.434,53.47,60.577
2023-04-30,-0.418%,66.434,53.47,60.577
2023-05-01,-0.766%,59.041,54.102,55.129
2023-05-02,-0.729%,59.877,54.394,53.622
2023-05-03,0.455%,50.898,54.346,47.256
2023-05-04,-0.818%,57.766,54.653,45.629
2023-05-05,-0.818%,57.766,54.653,45.629
2023-05-06,-0.818%,57.766,54.653,45.629
2023-05-07,-0.265%,64.784,54.743,47.298
2023-05-08,0.148%,52.676,56.342,48.214
2023-05-09,0.472%,34.064,55.868,48.1
2023-05-10,-0.822%,30.093,58.313,50.343
2023-05-11,-0.71%,42.902,66.9,55.922
2023-05-12,-0.71%,42.902,66.9,55.922
2023-05-13,-0.71%,42.902,66.9,55.922
2023-05-14,0.06%,38.745,72.743,60.234
2023-05-15,-0.521%,47.508,81.752,66.813
2023-05-16,-0.21%,54.781,84.359,73.34
2023-05-17,-0.21%,54.781,84.359,73.34
2023-05-18,0.57%,50.678,74.267,76.319
2023-05-19,0.57%,50.678,74.267,76.319
2023-05-20,0.57%,50.678,74.267,76.319
2023-05-21,0.433%,31.165,62.096,77.564
2023-05-22,0.104%,26.658,54.419,78.442
2023-05-23,0.134%,31.107,51.246,78.63
2023-05-24,-0.623%,31.143,43.412,80.572
2023-05-25,-0.254%,29.663,42.226,82.484
2023-05-26,-0.254%,29.663,42.226,82.484
2023-05-27,-0.254%,29.663,42.226,82.484
2023-05-28,-0.09%,25.415,42.011,78.709
2023-05-29,-0.674%,38.652,44.034,71.643
2023-05-30,-0.045%,44.33,37.926,64.913
2023-05-31,-0.045%,44.33,37.926,64.913
2023-06-01,-0.045%,44.33,37.926,64.913
2023-06-02,-0.045%,44.33,37.926,64.913
2023-06-03,-0.045%,44.33,37.926,64.913
2023-06-04,0.0%,43.026,37.685,61.606
2023-06-05,-0.211%,33.459,41.566,62.188
2023-06-06,0.015%,28.062,43.804,58.045
2023-06-07,0.695%,23.462,43.887,55.303
2023-06-08,0.42%,27.337,43.994,52.83
2023-06-09,0.42%,27.337,43.994,52.83
2023-06-10,0.42%,27.337,43.994,52.83
2023-06-11,0.418%,40.04,45.193,49.58
2023-06-12,-0.045%,44.955,44.329,41.908
2023-06-13,-0.283%,43.476,41.581,39.035
2023-06-14,0.209%,36.582,38.159,39.232
2023-06-15,-0.223%,19.175,37.873,38.893
2023-06-16,-0.223%,19.175,37.873,38.893
2023-06-17,-0.223%,19.175,37.873,38.893
2023-06-18,-0.194%,13.594,37.846,38.852
2023-06-19,-0.389%,21.749,37.92,38.943
2023-06-20,0.646%,19.627,37.319,38.987
2023-06-21,-0.761%,23.272,35.944,38.212
2023-06-22,-0.18%,28.463,35.318,37.008
2023-06-23,-0.18%,28.463,35.318,37.008
2023-06-24,-0.18%,28.463,35.318,37.008
2023-06-25,0.377%,24.162,31.304,33.496
2023-06-26,-0.045%,21.169,26.628,32.799
2023-06-27,-0.045%,21.169,26.628,32.799
2023-06-28,-0.045%,21.169,26.628,32.799
2023-06-29,-0.045%,21.169,26.628,32.799
2023-06-30,-0.045%,21.169,26.628,32.799
2023-07-01,-0.045%,21.169,26.628,32.799
2023-07-02,0.525%,23.143,26.264,33.114
2023-07-03,-0.224%,23.301,26.201,33.129
2023-07-04,0.554%,27.334,25.892,33.627
2023-07-05,0.566%,39.461,31.129,36.555
2023-07-06,-0.607%,33.832,31.876,35.535
2023-07-07,-0.607%,33.832,31.876,35.535
2023-07-08,-0.607%,33.832,31.876,35.535
2023-07-09,0.223%,31.672,33.182,33.424
2023-07-10,0.981%,38.539,43.738,36.854
2023-07-11,0.162%,45.635,52.513,42.993
2023-07-12,0.029%,42.019,57.402,48.494
2023-07-13,0.881%,53.196,70.182,59.597
2023-07-14,0.881%,53.196,70.182,59.597
2023-07-15,0.881%,53.196,70.182,59.597
2023-07-16,-0.044%,59.692,75.368,67.848
2023-07-17,-0.539%,47.256,72.17,71.253
2023-07-18,-0.539%,47.256,72.17,71.253
2023-07-19,0.498%,31.392,72.056,76.703
2023-07-20,0.248%,30.422,70.05,82.074
2023-07-21,0.248%,30.422,70.05,82.074
2023-07-22,0.248%,30.422,70.05,82.074
2023-07-23,0.262%,30.35,70.712,87.104
2023-07-24,0.275%,27.969,67.925,90.765
2023-07-25,0.434%,38.815,69.527,97.249
2023-07-26,-0.734%,37.921,67.415,95.61
2023-07-27,0.043%,26.733,57.439,91.521
2023-07-28,0.043%,26.733,57.439,91.521
2023-07-29,0.043%,26.733,57.439,91.521
2023-07-30,0.449%,23.013,47.234,89.471
2023-07-31,-0.649%,21.998,41.931,83.027
2023-08-01,-0.45%,30.67,37.43,77.443
2023-08-02,0.627%,30.185,31.172,69.875
2023-08-03,-0.652%,27.355,32.274,63.447
2023-08-04,-0.652%,27.355,32.274,63.447
2023-08-05,-0.652%,27.355,32.274,63.447
2023-08-06,0.482%,27.105,31.734,59.814
2023-08-07,-0.247%,27.159,27.599,50.002
2023-08-08,0.087%,16.782,26.895,39.184
2023-08-09,0.262%,17.756,26.688,35.221
2023-08-10,-0.189%,15.269,26.866,31.359
2023-08-11,-0.189%,15.269,26.866,31.359
2023-08-12,-0.189%,15.269,26.866,31.359
2023-08-13,0.436%,18.142,26.352,27.299
2023-08-14,0.072%,17.395,22.031,27.728
2023-08-15,-0.202%,17.78,22.166,27.411
2023-08-16,-0.202%,17.78,22.166,27.411
2023-08-17,-0.594%,19.907,23.25,24.786
2023-08-18,-0.594%,19.907,23.25,24.786
2023-08-19,-0.594%,19.907,23.25,24.786
2023-08-20,0.087%,21.321,19.952,24.679
2023-08-21,0.728%,23.635,21.935,25.114
2023-08-22,0.072%,25.039,22.296,25.82
2023-08-23,-0.318%,24.532,22.329,25.271
2023-08-24,-0.058%,23.195,19.822,21.963
2023-08-25,-0.058%,23.195,19.822,21.963
2023-08-26,-0.058%,23.195,19.822,21.963
2023-08-27,0.392%,25.495,21.285,22.973
2023-08-28,0.52%,28.519,25.897,27.104
2023-08-29,0.129%,27.489,30.17,30.446
2023-08-30,-0.201%,28.895,32.169,32.724
2023-08-31,0.36%,33.384,35.267,35.249
2023-09-01,0.36%,33.384,35.267,35.249
2023-09-02,0.36%,33.384,35.267,35.249
2023-09-03,0.272%,34.416,40.85,40.437
2023-09-04,-0.071%,25.65,44.446,41.955
2023-09-05,0.057%,18.364,46.809,44.694
2023-09-06,-0.586%,18.916,41.331,43.515
2023-09-07,-0.431%,27.346,35.349,41.915
2023-09-08,-0.431%,27.346,35.349,41.915
2023-09-09,-0.431%,27.346,35.349,41.915
2023-09-10,0.549%,26.506,34.277,41.732
2023-09-11,-0.416%,29.922,33.555,40.004
2023-09-12,0.014%,28.352,30.375,39.611
2023-09-13,0.346%,23.999,24.988,39.63
2023-09-14,0.345%,20.28,23.186,39.87
2023-09-15,0.345%,20.28,23.186,39.87
2023-09-16,0.345%,20.28,23.186,39.87
2023-09-17,-0.673%,20.852,24.336,35.276
2023-09-18,0.634%,21.164,24.771,30.983
2023-09-19,0.458%,30.165,27.729,32.65
2023-09-20,-0.299%,28.783,28.319,32.552
2023-09-21,0.372%,28.442,30.306,31.934
2023-09-22,0.372%,28.442,30.306,31.934
2023-09-23,0.372%,28.442,30.306,31.934
2023-09-24,-0.271%,26.829,30.683,28.501
2023-09-25,-1.057%,36.308,32.045,28.338
2023-09-26,0.202%,35.912,32.773,29.06
2023-09-27,0.202%,35.912,32.773,29.06
2023-09-28,0.029%,38.965,31.628,29.708
2023-09-29,0.029%,38.965,31.628,29.708
2023-09-30,0.029%,38.965,31.628,29.708
2023-10-01,0.303%,35.336,31.642,29.571
2023-10-02,-0.287%,34.725,31.169,30.003
2023-10-03,-0.778%,33.822,36.881,33.625
2023-10-04,-0.174%,31.303,43.613,37.576
2023-10-05,0.204%,33.935,46.279,38.935
2023-10-06,0.204%,33.935,46.279,38.935
2023-10-07,0.204%,33.935,46.279,38.935
2023-10-08,0.029%,34.132,48.763,40.949
2023-10-09,0.45%,32.3,48.112,41.034
2023-10-10,0.144%,25.786,43.687,40.967
2023-10-11,0.043%,24.467,40.743,40.954
2023-10-12,-0.115%,24.389,32.613,41.089
2023-10-13,-0.115%,24.389,32.613,41.089
2023-10-14,-0.115%,24.389,32.613,41.089
2023-10-15,-0.448%,20.293,25.931,42.273
2023-10-16,0.638%,19.312,26.541,41.199
2023-10-17,-0.173%,14.338,26.138,41.271
2023-10-18,-1.184%,33.538,31.758,44.857
2023-10-19,0.044%,40.431,32.6,44.579
2023-10-20,0.044%,40.431,32.6,44.579
2023-10-21,0.044%,40.431,32.6,44.579
2023-10-22,-1.562%,69.981,52.564,57.434
2023-10-23,0.964%,69.94,57.063,56.742
2023-10-24,0.397%,68.274,58.604,54.28
2023-10-25,-1.741%,71.418,73.42,66.553
2023-10-26,0.655%,54.257,78.647,70.816
2023-10-27,0.655%,54.257,78.647,70.816
2023-10-28,0.655%,54.257,78.647,70.816
2023-10-29,-0.34%,52.29,82.861,75.567
2023-10-30,0.238%,42.003,82.478,76.36
2023-10-31,-1.629%,62.545,91.377,87.092
2023-11-01,1.641%,57.294,86.361,88.702
2023-11-02,0.563%,46.703,81.805,88.824
2023-11-03,0.563%,46.703,81.805,88.824
2023-11-04,0.563%,46.703,81.805,88.824
2023-11-05,1.326%,70.27,74.635,88.532
2023-11-06,-0.509%,77.397,65.287,87.555
2023-11-07,-0.584%,76.619,63.035,85.091
2023-11-08,0.5%,78.232,62.155,81.531
2023-11-09,-0.424%,41.6,61.748,77.137
2023-11-10,-0.424%,41.6,61.748,77.137
2023-11-11,-0.424%,41.6,61.748,77.137
2023-11-12,0.426%,30.308,63.221,72.929
2023-11-13,0.351%,26.711,65.299,71.27
2023-11-14,1.399%,51.523,76.093,73.026
2023-11-15,0.0%,65.322,85.03,75.72
2023-11-16,0.287%,70.389,91.318,83.888
2023-11-17,0.287%,70.389,91.318,83.888
2023-11-18,0.287%,70.389,91.318,83.888
2023-11-19,0.244%,75.315,97.066,92.35
2023-11-20,-0.472%,60.51,79.611,95.1
2023-11-21,-0.79%,45.726,71.235,96.188
2023-11-22,1.404%,31.765,71.608,102.716
2023-11-23,0.086%,35.449,76.671,103.973
2023-11-24,0.086%,35.449,76.671,103.973
2023-11-25,0.086%,35.449,76.671,103.973
2023-11-26,0.043%,37.495,78.437,106.297
2023-11-27,0.399%,43.634,76.085,107.499
2023-11-28,-0.071%,46.994,73.851,107.487
2023-11-29,0.64%,53.639,68.014,96.782
2023-11-30,-0.297%,28.425,59.028,92.935
2023-12-01,-0.297%,28.425,59.028,92.935
2023-12-02,-0.297%,28.425,59.028,92.935
2023-12-03,0.482%,32.174,52.416,92.567
2023-12-04,0.099%,32.708,55.961,96.525
2023-12-05,-0.197%,25.916,56.094,96.291
2023-12-06,0.677%,31.313,61.149,94.29
2023-12-07,0.35%,34.024,67.847,94.704
2023-12-08,0.35%,34.024,67.847,94.704
2023-12-09,0.35%,34.024,67.847,94.704
2023-12-10,-0.992%,33.305,63.627,85.061
2023-12-11,0.508%,27.671,48.624,77.486
2023-12-12,-0.702%,30.62,44.269,67.526
2023-12-13,1.428%,38.846,46.52,70.747
2023-12-14,0.209%,43.307,47.887,73.523
2023-12-15,0.209%,43.307,47.887,73.523
2023-12-16,0.209%,43.307,47.887,73.523
2023-12-17,-0.987%,43.725,44.47,71.839
2023-12-18,0.955%,47.637,43.751,74.125
2023-12-19,0.445%,50.928,49.57,75.17
2023-12-20,-0.139%,52.3,49.47,66.665
2023-12-21,0.388%,38.037,53.777,68.382
2023-12-22,0.388%,38.037,53.777,68.382
2023-12-23,0.388%,38.037,53.777,68.382
2023-12-24,0.388%,38.037,53.777,68.382
2023-12-25,0.388%,38.037,53.777,68.382
2023-12-26,0.111%,42.152,57.243,69.361
2023-12-27,0.8%,56.498,64.463,74.159
2023-12-28,-0.424%,39.219,68.012,75.663
2023-12-29,-0.424%,39.219,68.012,75.663
2023-12-30,-0.424%,39.219,68.012,75.663
2023-12-31,-0.424%,39.219,68.012,75.663
2024-01-01,0.701%,42.773,76.622,79.439
2024-01-02,-0.614%,39.424,72.448,80.524
2024-01-03,1.113%,43.391,77.752,85.388
2024-01-04,-0.122%,42.197,70.381,89.236
2024-01-05,-0.122%,42.197,70.381,89.236
2024-01-06,-0.122%,42.197,70.381,89.236
2024-01-07,-0.911%,35.155,67.682,87.754
2024-01-08,-1.153%,54.898,67.054,83.099
2024-01-09,0.375%,60.552,55.317,80.982
2024-01-10,-0.097%,63.311,52.499,79.773
2024-01-11,0.291%,64.472,51.344,73.586
2024-01-12,0.291%,64.472,51.344,73.586
2024-01-13,0.291%,64.472,51.344,73.586
2024-01-14,-0.235%,51.707,50.245,69.51
2024-01-15,0.263%,26.239,50.022,58.948
2024-01-16,-0.58%,17.124,53.019,57.752
2024-01-17,0.722%,17.344,51.986,56.425
2024-01-18,-0.358%,17.344,52.744,48.584
2024-01-19,-0.358%,17.344,52.744,48.584
2024-01-20,-0.358%,17.344,52.744,48.584
2024-01-21,0.291%,17.911,49.409,46.28
2024-01-22,0.11%,19.715,48.898,45.546
2024-01-23,-0.386%,19.364,38.112,44.769
2024-01-24,-0.692%,28.97,26.791,47.94
2024-01-25,-0.571%,44.555,32.499,54.483
2024-01-26,-0.571%,44.555,32.499,54.483
2024-01-27,-0.571%,44.555,32.499,54.483
2024-01-28,0.28%,46.758,36.359,56.649
2024-01-29,0.489%,45.803,36.829,57.286
2024-01-30,0.222%,40.974,36.835,54.245
2024-01-31,-0.083%,31.214,36.085,53.65
2024-02-01,0.514%,33.847,36.718,44.795
2024-02-02,0.514%,33.847,36.718,44.795
2024-02-03,0.514%,33.847,36.718,44.795
2024-02-04,-0.553%,33.788,35.737,34.424
2024-02-05,0.667%,30.098,37.043,31.679
2024-02-06,-0.166%,22.218,35.81,31.739
2024-02-07,-0.166%,22.218,35.81,31.739
2024-02-08,-0.166%,22.218,35.81,31.739
2024-02-09,-0.166%,22.218,35.81,31.739
2024-02-10,-0.166%,22.218,35.81,31.739
2024-02-11,0.871%,34.645,42.638,36.287
2024-02-12,-1.206%,34.416,41.642,36.361
2024-02-13,-1.206%,34.416,41.642,36.361
2024-02-14,1.29%,40.036,46.912,40.429
2024-02-15,0.452%,51.76,56.768,47.349
2024-02-16,0.452%,51.76,56.768,47.349
2024-02-17,0.452%,51.76,56.768,47.349
2024-02-18,-0.532%,44.957,58.184,49.593
2024-02-19,0.767%,51.302,59.435,55.711
2024-02-20,-0.054%,48.863,58.9,60.698
2024-02-21,-0.122%,50.196,58.651,64.138
2024-02-22,-0.613%,25.408,55.824,64.946
2024-02-23,-0.613%,25.408,55.824,64.946
2024-02-24,-0.613%,25.408,55.824,64.946
2024-02-25,-0.151%,28.891,51.263,65.352
2024-02-26,0.014%,31.117,49.559,65.499
2024-02-27,0.604%,30.423,43.412,64.97
2024-02-28,-0.177%,26.558,41.13,59.29
2024-02-29,-0.055%,21.662,36.329,53.898
2024-03-01,-0.055%,21.662,36.329,53.898
2024-03-02,-0.055%,21.662,36.329,53.898
2024-03-03,-0.479%,19.474,37.181,50.216
2024-03-04,-0.412%,27.997,30.544,48.031
2024-03-05,1.145%,30.827,31.0,45.213
2024-03-06,0.6%,40.667,34.813,47.217
2024-03-07,0.108%,48.507,38.9,45.266
2024-03-08,0.108%,48.507,38.9,45.266
2024-03-09,0.108%,48.507,38.9,45.266
2024-03-10,0.108%,48.507,38.9,45.266
2024-03-11,0.108%,48.507,38.9,45.266
2024-03-12,0.528%,61.627,46.84,49.865
2024-03-13,0.162%,70.522,54.922,53.0
2024-03-14,-1.413%,63.796,54.853,52.712
2024-03-15,-1.413%,63.796,54.853,52.712
2024-03-16,-1.413%,63.796,54.853,52.712
2024-03-17,-0.355%,49.432,54.546,46.196
2024-03-18,0.479%,48.619,52.923,45.862
2024-03-19,-0.082%,50.438,51.056,45.842
2024-03-20,0.095%,50.272,51.003,45.252
2024-03-21,0.164%,41.259,50.698,45.186
2024-03-22,0.164%,41.259,50.698,45.186
2024-03-23,0.164%,41.259,50.698,45.186
2024-03-24,0.381%,23.056,50.948,46.182
2024-03-25,-0.163%,24.795,47.248,46.73
2024-03-26,-0.76%,22.677,38.804,46.215
2024-03-27,-0.287%,30.983,42.285,45.952
2024-03-28,-0.287%,30.983,42.285,45.952
2024-03-29,-0.287%,30.983,42.285,45.952
2024-03-30,-0.287%,30.983,42.285,45.952
2024-03-31,-1.152%,59.143,57.241,53.069
2024-04-01,0.444%,65.803,62.107,56.917
2024-04-02,-0.967%,79.807,70.168,66.767
2024-04-03,1.214%,66.842,62.337,68.284
2024-04-04,0.455%,50.972,61.853,68.026
2024-04-05,0.455%,50.972,61.853,68.026
2024-04-06,0.455%,50.972,61.853,68.026
2024-04-07,0.455%,50.972,61.853,68.026
2024-04-08,0.455%,50.972,61.853,68.026
2024-04-09,0.455%,50.972,61.853,68.026
2024-04-10,0.455%,50.972,61.853,68.026
2024-04-11,0.455%,50.972,61.853,68.026
2024-04-12,0.455%,50.972,61.853,68.026
2024-04-13,0.455%,50.972,61.853,68.026
2024-04-14,0.455%,50.972,61.853,68.026
2024-04-15,-1.674%,51.912,71.067,74.332
2024-04-16,-0.475%,55.755,80.548,84.161
2024-04-17,0.505%,57.748,83.19,87.61
2024-04-18,-1.116%,68.965,91.759,96.069
2024-04-19,-1.116%,68.965,91.759,96.069
2024-04-20,-1.116%,68.965,91.759,96.069
2024-04-21,-0.183%,79.912,96.385,100.376
2024-04-22,0.523%,71.645,89.446,97.768
2024-04-23,0.9%,40.755,76.377,97.23
2024-04-24,-0.279%,39.479,68.456,97.908
2024-04-25,-1.663%,52.64,70.507,103.923
2024-04-26,-1.663%,52.64,70.507,103.923
2024-04-27,-1.663%,52.64,70.507,103.923
2024-04-28,1.706%,50.967,69.35,101.538
2024-04-29,1.09%,66.254,69.089,97.507
2024-04-30,1.09%,66.254,69.089,97.507
2024-05-01,-1.617%,61.544,69.825,93.523
2024-05-02,0.253%,60.277,63.617,84.371
2024-05-03,0.253%,60.277,63.617,84.371
2024-05-04,0.253%,60.277,63.617,84.371
2024-05-05,0.014%,58.716,48.754,73.79
2024-05-06,-0.168%,58.427,47.988,67.377
2024-05-07,-0.491%,45.647,49.302,62.79
2024-05-08,-0.491%,45.647,49.302,62.79
2024-05-09,-0.491%,45.647,49.302,62.79
2024-05-10,-0.491%,45.647,49.302,62.79
2024-05-11,-0.491%,45.647,49.302,62.79
2024-05-12,0.141%,47.682,48.538,62.778
2024-05-13,-0.211%,21.432,48.718,60.946
2024-05-14,1.355%,33.635,48.718,61.278
2024-05-15,0.933%,58.703,57.276,60.658
2024-05-16,0.966%,89.81,73.99,64.469
2024-05-17,0.966%,89.81,73.99,64.469
2024-05-18,0.966%,89.81,73.99,64.469
2024-05-19,-0.683%,95.577,80.285,69.773
2024-05-20,-1.115%,86.2,72.267,70.11
2024-05-21,0.501%,74.618,73.472,71.737
2024-05-22,0.501%,74.618,73.472,71.737
2024-05-23,0.501%,74.618,73.472,71.737
2024-05-24,0.501%,74.618,73.472,71.737
2024-05-25,0.501%,74.618,73.472,71.737
2024-05-26,-0.637%,52.616,71.44,70.202
2024-05-27,1.087%,48.686,72.998,70.409
2024-05-28,-1.572%,60.829,72.774,69.542
2024-05-29,-1.485%,79.294,82.041,75.397
2024-05-30,-0.896%,102.411,97.73,86.101
2024-05-31,-0.896%,102.411,97.73,86.101
2024-06-01,-0.896%,102.411,97.73,86.101
2024-06-02,0.932%,106.882,101.715,86.101
2024-06-03,0.895%,96.757,101.715,86.883
2024-06-04,-2.127%,105.455,114.965,95.064
2024-06-05,0.389%,70.871,123.372,101.344
2024-06-06,-1.104%,66.595,133.56,113.201
2024-06-07,-1.104%,66.595,133.56,113.201
2024-06-08,-1.104%,66.595,133.56,113.201
2024-06-09,0.348%,68.917,127.788,120.888
2024-06-10,-0.953%,83.209,128.87,132.685
2024-06-11,-0.088%,85.311,133.057,143.089
2024-06-12,-0.263%,53.891,129.928,153.183
2024-06-13,-1.42%,76.058,137.07,169.754
2024-06-14,-1.42%,76.058,137.07,169.754
2024-06-15,-1.42%,76.058,137.07,169.754
2024-06-16,-1.42%,76.058,137.07,169.754
2024-06-17,-1.42%,76.058,137.07,169.754
2024-06-18,-0.119%,75.042,124.203,181.395
2024-06-19,1.368%,69.064,111.474,180.183
2024-06-20,0.895%,59.965,105.443,168.095
2024-06-21,0.895%,59.965,105.443,168.095
2024-06-22,0.895%,59.965,105.443,168.095
2024-06-23,0.131%,64.898,103.228,157.023
2024-06-24,-0.087%,68.629,94.348,150.323
2024-06-25,0.334%,75.499,71.026,138.029
2024-06-26,0.898%,75.866,72.982,127.642
2024-06-27,1.378%,78.772,85.843,109.265
2024-06-28,1.378%,78.772,85.843,109.265
2024-06-29,1.378%,78.772,85.843,109.265
2024-06-30,1.076%,102.917,111.644,109.265
2024-07-01,-0.21%,111.879,127.995,115.421
2024-07-02,1.011%,122.636,148.67,129.183
2024-07-03,0.333%,116.719,165.495,141.725
2024-07-04,0.443%,98.441,178.908,153.368
2024-07-05,0.443%,98.441,178.908,153.368
2024-07-06,0.443%,98.441,178.908,153.368
2024-07-07,-0.028%,71.192,176.306,166.234
2024-07-08,0.262%,57.039,165.563,178.594
2024-07-09,0.234%,54.786,159.906,188.986
2024-07-10,0.178%,36.076,155.753,198.585
2024-07-11,0.384%,35.466,148.548,205.499
2024-07-12,0.384%,35.466,148.548,205.499
2024-07-13,0.384%,35.466,148.548,205.499
2024-07-14,-0.669%,27.126,128.828,206.565
2024-07-15,-0.756%,33.586,100.864,202.172
2024-07-16,0.0%,38.29,73.597,187.712
2024-07-17,1.343%,42.241,61.089,171.755
2024-07-18,-0.369%,42.504,54.361,158.894
2024-07-19,-0.369%,42.504,54.361,158.894
2024-07-20,-0.369%,42.504,54.361,158.894
2024-07-21,0.384%,44.855,42.173,149.306
2024-07-22,-0.109%,42.864,38.13,136.362
2024-07-23,-0.697%,43.508,34.835,116.092
2024-07-24,-0.317%,40.364,35.79,91.715
2024-07-25,0.663%,31.063,34.855,69.426
2024-07-26,0.663%,31.063,34.855,69.426
2024-07-27,0.663%,31.063,34.855,69.426
2024-07-28,0.014%,28.263,34.704,55.623
2024-07-29,-0.645%,32.653,36.424,48.785
2024-07-30,0.193%,27.536,36.517,37.199
2024-07-31,0.965%,30.881,36.307,35.196
2024-08-01,-0.246%,33.286,37.228,33.501
2024-08-02,-0.246%,33.286,37.228,33.501
2024-08-03,-0.246%,33.286,37.228,33.501
2024-08-04,-3.394%,89.679,68.584,58.449
2024-08-05,0.977%,98.912,77.371,66.077
2024-08-06,1.164%,95.479,76.331,67.06
2024-08-07,-0.236%,95.245,76.831,68.351
2024-08-08,0.862%,95.322,73.789,67.665
2024-08-09,0.862%,95.322,73.789,67.665
2024-08-10,0.862%,95.322,73.789,67.665
2024-08-11,0.565%,90.212,72.693,66.367
2024-08-12,0.808%,100.537,79.025,69.905
2024-08-13,1.074%,104.038,93.702,79.405
2024-08-14,-0.35%,94.748,101.741,84.448
2024-08-15,0.297%,93.58,110.625,90.59
2024-08-16,0.297%,93.58,110.625,90.59
2024-08-17,0.297%,93.58,110.625,90.59
2024-08-18,0.471%,78.198,120.596,99.169
2024-08-19,0.897%,75.887,135.484,112.436
2024-08-20,0.279%,69.401,149.872,125.42
2024-08-21,-0.874%,54.368,155.337,130.586
2024-08-22,0.734%,56.82,140.126,137.604
2024-08-23,0.734%,56.82,140.126,137.604
2024-08-24,0.734%,56.82,140.126,137.604
2024-08-25,0.822%,58.996,132.265,148.934
2024-08-26,-0.105%,51.483,127.113,157.374
2024-08-27,0.803%,55.91,118.131,166.813
2024-08-28,-0.405%,57.294,106.66,171.876
2024-08-29,0.564%,64.29,98.332,180.255
2024-08-30,0.564%,64.29,98.332,180.255
2024-08-31,0.564%,64.29,98.332,180.255
2024-09-01,0.313%,51.211,94.656,187.732
2024-09-02,-1.014%,36.366,89.876,169.919
2024-09-03,0.735%,34.98,82.226,156.92
