Trading Date,Open,High,Low,Close,Volume,Bid Volume,Offer Volume,Foreign Sell,Foreign Buy
2020-03-18,9875,9950,9075,9325,6285700,200,146100,4426300,2878100
2020-03-19,9100,9100,8675,8850,7344600,100,106800,2112400,2173600
2020-03-20,9000,9700,8300,8975,16501400,1200,1949200,12153400,5751500
2020-03-23,8950,8950,8350,8350,4901900,0,2768000,2495200,1173300
2020-03-24,8300,9050,8125,8300,10642400,700,11300,6565700,6576800
2020-03-26,8525,9900,8325,9500,14307800,60500,1100,7432300,8979500
2020-03-27,9500,10350,9500,9975,6618600,2400,79000,3248400,2235800
2020-03-30,9950,10100,9300,9650,4572400,1500,24800,3051000,1449600
2020-03-31,9650,10700,9650,10225,10710300,26100,100,5282000,4731800
2020-04-01,10200,10475,9900,10150,4606400,11400,689700,2750100,2588900
2020-04-02,10100,10300,9800,10200,7811800,87100,15600,4242400,3514700
2020-04-03,10200,10300,9925,10000,4190800,534700,100,1269800,1950800
2020-04-06,10100,10300,9950,10250,5343900,138600,23900,1529400,3423900
2020-04-07,10350,10600,9875,10075,6342100,95400,34500,2207700,3652000
2020-04-08,10100,10200,9575,9600,7488000,105600,200,3054400,4855700
2020-04-09,9600,10125,9600,10100,5938100,23500,42900,551800,2793700
2020-04-13,10100,10300,10050,10200,3225000,25200,17500,571200,898500
2020-04-14,10200,10350,10100,10350,4600800,1600,3390200,1039700,3463800
2020-04-15,10350,10350,9900,10175,3361900,1000,19200,1473300,1482000
2020-04-16,10175,10175,9900,9900,5543800,8700,400,3180100,3282600
2020-04-17,10000,10300,10000,10200,6244900,32000,1500,4044900,3306100
