-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.339ms         0.31%      23.578ms      26.793us           0 B    -205.81 MB           880  
                                aten::broadcast_tensors         0.02%       1.270ms         0.02%       1.270ms       2.887us           0 B           0 B           440  
                                       aten::zeros_like         0.02%       1.229ms         0.03%       2.381ms       5.411us      54.88 KB           0 B           440  
                                           AddBackward0         0.02%       1.214ms         0.02%       1.214ms       0.690us           0 B           0 B          1760  
                                           aten::expand         0.02%       1.165ms         0.02%       1.387ms       2.569us           0 B           0 B           540  
autograd::engine::evaluate_function: SqueezeBackward...         0.01%       1.112ms         0.05%       3.884ms       4.414us           0 B           0 B           880  
                                       SqueezeBackward1         0.01%       1.002ms         0.04%       2.772ms       3.150us           0 B           0 B           880  
                                            aten::zero_         0.01%     970.649us         0.18%      13.243ms       7.524us           0 B           0 B          1760  
                                       aten::contiguous         0.01%     943.451us         1.04%      78.363ms     145.117us       3.09 GB           0 B           540  
                                        aten::ones_like         0.01%     795.883us         0.02%       1.766ms       4.014us       1.72 KB           0 B           440  
autograd::engine::evaluate_function: SelectBackward0...         0.01%     758.592us         0.26%      19.293ms      43.847us      99.48 MB      -3.43 MB           440  
        autograd::engine::evaluate_function: TBackward0         0.01%     750.641us         0.03%       1.963ms       4.462us           0 B           0 B           440  
                                     aten::resolve_conj         0.01%     472.576us         0.01%     472.576us       0.154us           0 B           0 B          3060  
                                         aten::randperm         0.01%     417.200us         0.01%     889.209us      22.230us     219.53 KB        -160 B            40  
                                             TBackward0         0.01%     404.204us         0.02%       1.213ms       2.756us           0 B           0 B           440  
                                          aten::random_         0.00%     158.383us         0.00%     158.383us       7.919us           0 B           0 B            20  
                                    aten::scalar_tensor         0.00%      55.145us         0.00%      55.145us       2.757us         160 B         160 B            20  
                                      aten::resolve_neg         0.00%      24.792us         0.00%      24.792us       0.113us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 7.507s
