-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                        aten::ones_like         0.01%     756.404us         0.03%       1.725ms       3.920us       1.72 KB           0 B           440  
                                             TBackward0         0.01%     755.732us         0.04%       2.623ms       2.981us           0 B           0 B           880  
                                          aten::resize_         0.01%     698.993us         0.01%     698.993us       1.456us           0 B           0 B           480  
                              aten::cudnn_is_acceptable         0.01%     537.001us         0.01%     537.001us       0.994us           0 B           0 B           540  
                                     TransposeBackward0         0.01%     466.134us         0.03%       1.741ms       3.957us           0 B           0 B           440  
                                         aten::randperm         0.01%     441.872us         0.02%     962.891us      24.072us     219.53 KB        -160 B            40  
                                          aten::random_         0.00%     159.124us         0.00%     159.124us       7.956us           0 B           0 B            20  
                                    aten::scalar_tensor         0.00%      56.526us         0.00%      56.526us       2.826us         160 B         160 B            20  
                                      aten::resolve_neg         0.00%      25.830us         0.00%      25.830us       0.117us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.233s
