-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                   aten::slice_backward         0.05%       3.298ms         0.28%      17.293ms      19.651us     106.34 MB           0 B           880  
                                             aten::mean         0.05%       3.134ms         0.20%      12.196ms      27.718us           8 B        -792 B           440  
                                           aten::linear         0.05%       3.005ms         0.65%      40.553ms      37.549us       4.23 MB           0 B          1080  
                                           aten::detach         0.05%       2.984ms         0.13%       7.900ms       2.015us           0 B           0 B          3920  
                                           aten::narrow         0.05%       2.859ms         0.08%       5.233ms       9.691us           0 B           0 B           540  
                                             aten::relu         0.04%       2.766ms         0.10%       6.262ms      11.597us       4.17 MB           0 B           540  
                               aten::threshold_backward         0.04%       2.607ms         0.04%       2.607ms       5.924us       3.43 MB       3.43 MB           440  
                                             aten::item         0.04%       2.549ms         0.06%       3.787ms       0.952us           0 B           0 B          3980  
                                            aten::clamp         0.04%       2.491ms         0.04%       2.546ms       5.786us       1.72 KB       1.72 KB           440  
                                       aten::reciprocal         0.04%       2.420ms         0.04%       2.420ms       5.500us       1.72 KB       1.72 KB           440  
                                  aten::select_backward         0.04%       2.233ms         0.20%      12.426ms      28.241us     102.91 MB           0 B           440  
                                       MseLossBackward0         0.04%       2.178ms         0.14%       8.419ms      19.134us      54.88 KB           0 B           440  
                                       aten::zeros_like         0.03%       2.002ms         0.07%       4.535ms       3.435us       6.91 MB           0 B          1320  
                                           aten::expand         0.03%       1.903ms         0.04%       2.329ms       2.156us           0 B           0 B          1080  
                                              aten::abs         0.03%       1.698ms         0.03%       1.698ms       3.860us           0 B           0 B           440  
                                         SliceBackward0         0.03%       1.688ms         0.31%      18.981ms      21.570us     106.34 MB           0 B           880  
autograd::engine::evaluate_function: MseLossBackward...         0.02%       1.543ms         0.16%       9.962ms      22.641us      54.88 KB           0 B           440  
        autograd::engine::evaluate_function: TBackward0         0.02%       1.488ms         0.06%       3.996ms       4.541us           0 B           0 B           880  
                                            aten::zero_         0.02%       1.474ms         0.23%      14.570ms       3.917us           0 B           0 B          3720  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.455ms         0.33%      20.436ms      23.223us           0 B    -106.34 MB           880  
                                          ReluBackward0         0.02%       1.449ms         0.07%       4.056ms       9.217us       3.43 MB           0 B           440  
                                       aten::contiguous         0.02%       1.351ms         1.17%      72.499ms      73.979us       3.19 GB           0 B           980  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%       1.295ms         0.07%       4.168ms       4.736us           0 B           0 B           880  
                              aten::_local_scalar_dense         0.02%       1.238ms         0.02%       1.238ms       0.311us           0 B           0 B          3980  
                                aten::broadcast_tensors         0.02%       1.223ms         0.02%       1.223ms       2.780us           0 B           0 B           440  
                                        SelectBackward0         0.02%       1.188ms         0.22%      13.614ms      30.940us     102.91 MB           0 B           440  
                                       SqueezeBackward1         0.02%       1.067ms         0.05%       2.873ms       3.265us           0 B           0 B           880  
                                           MulBackward0         0.02%     944.354us         0.04%       2.242ms       5.095us       3.43 MB           0 B           440  
      autograd::engine::evaluate_function: MulBackward0         0.01%     795.545us         0.05%       3.037ms       6.903us      -3.43 MB      -6.86 MB           440  
     autograd::engine::evaluate_function: ReluBackward0         0.01%     775.084us         0.08%       4.831ms      10.979us      -3.43 MB      -6.86 MB           440  
                                        aten::ones_like         0.01%     765.429us         0.03%       1.731ms       3.935us       1.72 KB           0 B           440  
                                     aten::resolve_conj         0.01%     755.754us         0.01%     755.754us       0.111us           0 B           0 B          6780  
autograd::engine::evaluate_function: SelectBackward0...         0.01%     755.292us         0.23%      14.369ms      32.657us      99.48 MB      -3.43 MB           440  
autograd::engine::evaluate_function: TransposeBackwa...         0.01%     720.104us         0.04%       2.365ms       5.374us           0 B           0 B           440  
                                             TBackward0         0.01%     713.870us         0.04%       2.509ms       2.851us           0 B           0 B           880  
                                          aten::resize_         0.01%     688.741us         0.01%     688.741us       1.435us           0 B           0 B           480  
                              aten::cudnn_is_acceptable         0.01%     536.241us         0.01%     536.241us       0.993us           0 B           0 B           540  
                                         aten::randperm         0.01%     476.498us         0.02%       1.030ms      25.762us     219.53 KB        -160 B            40  
                                     TransposeBackward0         0.01%     464.293us         0.03%       1.644ms       3.737us           0 B           0 B           440  
                                          aten::random_         0.00%     162.240us         0.00%     162.240us       8.112us           0 B           0 B            20  
                                    aten::scalar_tensor         0.00%      57.281us         0.00%      57.281us       2.864us         160 B         160 B            20  
                                      aten::resolve_neg         0.00%      25.552us         0.00%      25.552us       0.116us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.223s
