-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                   aten::slice_backward         0.05%       3.421ms         0.28%      17.518ms      19.907us     106.34 MB           0 B           880  
                                           aten::linear         0.05%       3.398ms         0.70%      44.318ms      41.035us       4.23 MB           0 B          1080  
                                             aten::mean         0.05%       3.250ms         0.19%      12.286ms      27.923us           0 B        -776 B           440  
                                            aten::clamp         0.05%       3.122ms         0.05%       3.178ms       7.224us       1.72 KB       1.72 KB           440  
                                             aten::relu         0.05%       3.006ms         0.11%       6.740ms      12.481us       4.17 MB           0 B           540  
                                           aten::detach         0.05%       2.956ms         0.13%       7.959ms       2.030us           0 B           0 B          3920  
                                           aten::narrow         0.05%       2.885ms         0.08%       5.357ms       9.921us           0 B           0 B           540  
                               aten::threshold_backward         0.04%       2.836ms         0.04%       2.836ms       6.446us       3.43 MB       3.43 MB           440  
                                             aten::item         0.04%       2.825ms         0.06%       4.069ms       1.022us           0 B           0 B          3980  
                                       aten::reciprocal         0.04%       2.640ms         0.04%       2.640ms       5.999us       1.72 KB       1.72 KB           440  
                                       MseLossBackward0         0.04%       2.583ms         0.14%       9.172ms      20.846us      54.88 KB           0 B           440  
                                  aten::select_backward         0.04%       2.314ms         0.20%      12.713ms      28.894us     102.91 MB           0 B           440  
                                       aten::zeros_like         0.03%       2.016ms         0.07%       4.615ms       3.496us       6.91 MB           0 B          1320  
                                           aten::expand         0.03%       1.982ms         0.04%       2.414ms       2.236us           0 B           0 B          1080  
                                              aten::abs         0.03%       1.864ms         0.03%       1.864ms       4.237us           0 B           0 B           440  
                                         SliceBackward0         0.03%       1.832ms         0.31%      19.350ms      21.989us     106.34 MB           0 B           880  
                                            aten::zero_         0.03%       1.614ms         0.24%      15.152ms       4.073us           0 B           0 B          3720  
autograd::engine::evaluate_function: MseLossBackward...         0.03%       1.614ms         0.17%      10.786ms      24.514us      54.88 KB           0 B           440  
                                          ReluBackward0         0.02%       1.465ms         0.07%       4.301ms       9.775us       3.43 MB           0 B           440  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.454ms         0.33%      20.804ms      23.641us           0 B    -106.34 MB           880  
                                       aten::contiguous         0.02%       1.375ms         1.24%      78.373ms      79.972us       3.19 GB           0 B           980  
        autograd::engine::evaluate_function: TBackward0         0.02%       1.372ms         0.06%       3.667ms       4.167us           0 B           0 B           880  
                                        SelectBackward0         0.02%       1.356ms         0.22%      14.069ms      31.975us     102.91 MB           0 B           440  
                                aten::broadcast_tensors         0.02%       1.300ms         0.02%       1.300ms       2.953us           0 B           0 B           440  
                              aten::_local_scalar_dense         0.02%       1.245ms         0.02%       1.245ms       0.313us           0 B           0 B          3980  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%       1.241ms         0.07%       4.271ms       4.854us           0 B           0 B           880  
                                       SqueezeBackward1         0.02%       1.134ms         0.05%       3.030ms       3.443us           0 B           0 B           880  
                                           MulBackward0         0.02%     980.872us         0.04%       2.260ms       5.135us       3.43 MB           0 B           440  
                                        aten::ones_like         0.01%     839.883us         0.03%       1.782ms       4.049us       1.72 KB           0 B           440  
                                     aten::resolve_conj         0.01%     834.721us         0.01%     834.721us       0.123us           0 B           0 B          6780  
      autograd::engine::evaluate_function: MulBackward0         0.01%     793.483us         0.05%       3.053ms       6.939us      -3.43 MB      -6.86 MB           440  
autograd::engine::evaluate_function: SelectBackward0...         0.01%     786.401us         0.23%      14.855ms      33.762us      99.48 MB      -3.43 MB           440  
autograd::engine::evaluate_function: TransposeBackwa...         0.01%     774.837us         0.04%       2.455ms       5.579us           0 B           0 B           440  
     autograd::engine::evaluate_function: ReluBackward0         0.01%     770.802us         0.08%       5.072ms      11.527us      -3.43 MB      -6.86 MB           440  
                                          aten::resize_         0.01%     750.138us         0.01%     750.138us       1.563us           0 B           0 B           480  
                                             TBackward0         0.01%     666.697us         0.04%       2.295ms       2.608us           0 B           0 B           880  
                              aten::cudnn_is_acceptable         0.01%     627.313us         0.01%     627.313us       1.162us           0 B           0 B           540  
                                     TransposeBackward0         0.01%     484.926us         0.03%       1.680ms       3.818us           0 B           0 B           440  
                                         aten::randperm         0.01%     450.609us         0.02%     990.500us      24.762us     219.53 KB        -160 B            40  
                                          aten::random_         0.00%     196.507us         0.00%     196.507us       9.825us           0 B           0 B            20  
                                    aten::scalar_tensor         0.00%      61.543us         0.00%      61.543us       3.077us         160 B         160 B            20  
                                      aten::resolve_neg         0.00%      25.629us         0.00%      25.629us       0.116us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.328s
