-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
      autograd::engine::evaluate_function: MulBackward1         0.09%       6.203ms         0.83%      54.103ms      15.370us           0 B    -113.20 MB          3520  
                                     aten::resolve_conj         0.09%       6.197ms         0.09%       6.197ms       0.059us           0 B           0 B        105300  
                                             aten::relu         0.09%       5.931ms         0.21%      13.883ms       6.427us      19.78 MB           0 B          2160  
                                       aten::layer_norm         0.09%       5.737ms         0.89%      57.972ms      15.336us      15.34 MB    -153.57 KB          3780  
                     aten::scaled_dot_product_attention         0.08%       5.223ms         5.46%     357.317ms     165.425us     161.43 MB    -152.50 KB          2160  
                                   aten::_reshape_alias         0.08%       5.201ms         0.08%       5.201ms       1.477us           0 B           0 B          3520  
autograd::engine::evaluate_function: UnsqueezeBackwa...         0.08%       5.190ms         0.25%      16.465ms       5.346us      -3.12 MB      -3.12 MB          3080  
                                         aten::mse_loss         0.08%       4.921ms         0.20%      13.288ms      30.200us      54.88 KB          -8 B           440  
                                           aten::narrow         0.07%       4.862ms         0.18%      12.088ms       4.256us           0 B           0 B          2840  
      autograd::engine::evaluate_function: CatBackward0         0.07%       4.735ms         0.54%      35.631ms      40.490us     -99.93 MB    -153.10 MB           880  
                                        SelectBackward0         0.07%       4.436ms         1.73%     113.114ms      23.371us     444.21 MB           0 B          4840  
                              aten::_local_scalar_dense         0.06%       4.158ms         0.06%       4.158ms       0.134us           0 B           0 B         30920  
                                    UnsafeViewBackward0         0.06%       4.018ms         0.37%      24.456ms       5.053us      51.45 MB           0 B          4840  
                                            MmBackward0         0.06%       3.905ms         0.45%      29.677ms      33.724us      56.61 MB           0 B           880  
autograd::engine::evaluate_function: SafeSoftmaxBack...         0.06%       3.830ms         0.27%      17.620ms      10.012us     -13.29 MB     -26.58 MB          1760  
autograd::engine::evaluate_function: SplitWithSizesB...         0.06%       3.776ms         0.20%      13.174ms       7.485us           0 B     -10.63 MB          1760  
    autograd::engine::evaluate_function: CloneBackward0         0.06%       3.739ms         0.07%       4.578ms       1.734us           0 B           0 B          2640  
                                          aten::softmax         0.05%       3.560ms         0.45%      29.152ms      10.265us      77.85 MB           0 B          2840  
                                aten::mse_loss_backward         0.05%       3.550ms         0.11%       7.221ms       8.206us      54.88 KB           0 B           880  
                                MkldnnRnnLayerBackward0         0.05%       3.541ms         5.52%     361.255ms     821.033us      65.63 MB      -3.43 MB           440  
                                   SafeSoftmaxBackward0         0.05%       3.454ms         0.21%      13.791ms       7.836us      13.29 MB           0 B          1760  
