-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg       CPU Mem  Self CPU Mem    # of Calls  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
autograd::engine::evaluate_function: MseLossBackward...         0.03%       1.685ms         0.17%      11.074ms      25.167us      54.88 KB           0 B           440  
                                            aten::zero_         0.03%       1.668ms         0.24%      15.662ms       4.210us           0 B           0 B          3720  
                                       aten::contiguous         0.02%       1.565ms         1.21%      78.920ms      80.531us       3.19 GB           0 B           980  
        autograd::engine::evaluate_function: TBackward0         0.02%       1.542ms         0.06%       4.211ms       4.785us           0 B           0 B           880  
    autograd::engine::evaluate_function: SliceBackward0         0.02%       1.505ms         0.33%      21.335ms      24.245us           0 B    -106.34 MB           880  
                                        SelectBackward0         0.02%       1.446ms         0.22%      14.653ms      33.303us     102.91 MB           0 B           440  
                                          ReluBackward0         0.02%       1.385ms         0.07%       4.271ms       9.706us       3.43 MB           0 B           440  
                              aten::_local_scalar_dense         0.02%       1.340ms         0.02%       1.340ms       0.337us           0 B           0 B          3980  
                                aten::broadcast_tensors         0.02%       1.326ms         0.02%       1.326ms       3.015us           0 B           0 B           440  
autograd::engine::evaluate_function: SqueezeBackward...         0.02%       1.245ms         0.07%       4.291ms       4.876us           0 B           0 B           880  
                                       SqueezeBackward1         0.02%       1.154ms         0.05%       3.046ms       3.462us           0 B           0 B           880  
                                           MulBackward0         0.02%       1.017ms         0.04%       2.413ms       5.484us       3.43 MB           0 B           440  
                                        aten::ones_like         0.01%     866.194us         0.03%       1.869ms       4.248us       1.72 KB           0 B           440  
                                          aten::resize_         0.01%     831.399us         0.01%     831.399us       1.732us           0 B           0 B           480  
      autograd::engine::evaluate_function: MulBackward0         0.01%     824.179us         0.05%       3.237ms       7.357us      -3.43 MB      -6.86 MB           440  
autograd::engine::evaluate_function: TransposeBackwa...         0.01%     803.889us         0.04%       2.489ms       5.657us           0 B           0 B           440  
autograd::engine::evaluate_function: SelectBackward0...         0.01%     802.379us         0.24%      15.456ms      35.127us      99.48 MB      -3.43 MB           440  
                                     aten::resolve_conj         0.01%     797.033us         0.01%     797.033us       0.118us           0 B           0 B          6780  
     autograd::engine::evaluate_function: ReluBackward0         0.01%     781.692us         0.08%       5.052ms      11.482us      -3.43 MB      -6.86 MB           440  
                                             TBackward0         0.01%     774.348us         0.04%       2.670ms       3.034us           0 B           0 B           880  
                              aten::cudnn_is_acceptable         0.01%     598.525us         0.01%     598.525us       1.108us           0 B           0 B           540  
                                         aten::randperm         0.01%     494.896us         0.02%       1.074ms      26.845us     219.53 KB        -160 B            40  
                                     TransposeBackward0         0.01%     491.233us         0.03%       1.685ms       3.830us           0 B           0 B           440  
                                          aten::random_         0.00%     168.424us         0.00%     168.424us       8.421us           0 B           0 B            20  
                                    aten::scalar_tensor         0.00%      61.225us         0.00%      61.225us       3.061us         160 B         160 B            20  
                                      aten::resolve_neg         0.00%      27.118us         0.00%      27.118us       0.123us           0 B           0 B           220  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  
Self CPU time total: 6.517s
